r,t,f,y,UseByTechnologyAnnual
RE1,DEMTRAEVC,ELC003,2041,112.5124
RE1,DEMTRAEVC,ELC003,2042,105.8322
RE1,DEMTRAEVC,ELC003,2043,98.5328
RE1,DEMTRAEVC,ELC003,2044,90.2917
RE1,DEMTRAEVC,ELC003,2045,80.0307
RE1,DEMTRAEVC,ELC003,2046,66.2893
RE1,DEMTRAEVC,ELC003,2047,49.6431
RE1,DEMTRAEVC,ELC003,2048,32.0552
RE1,DEMTRAEVC,ELC003,2049,5.8629
RE1,DEMTRAEVC,ELC003,2050,21.4273
RE1,DEMTRAEVC,ELC003,2051,24.532
RE1,DEMTRAEVC,ELC003,2052,27.6868
RE1,DEMTRAEVC,ELC003,2053,30.8936
RE1,DEMTRAEVC,ELC003,2054,34.1541
RE1,DEMTRAEVC,ELC003,2055,37.4703
RE1,DEMTRAEVC,ELC003,2056,40.844
RE1,DEMTRAEVC,ELC003,2057,44.2772
RE1,DEMTRAEVC,ELC003,2058,47.7722
RE1,DEMTRAEVC,ELC003,2059,51.3309
RE1,DEMTRAEVC,ELC003,2060,54.9556
RE1,DEMTRAEVC,ELC003,2061,57.99
RE1,DEMTRAEVC,ELC003,2062,61.0599
RE1,DEMTRAEVC,ELC003,2063,64.1665
RE1,DEMTRAEVC,ELC003,2064,67.3108
RE1,DEMTRAEVC,ELC003,2065,70.494
RE1,DEMTRAEVC,ELC003,2066,73.7171
RE1,DEMTRAEVC,ELC003,2067,76.9813
RE1,DEMTRAEVC,ELC003,2068,80.2878
RE1,DEMTRAEVC,ELC003,2069,83.6377
RE1,DEMTRAEVC,ELC003,2070,183.0543
RE1,DEMTRAMCYELC,ELCEV,2021,5.1405
RE1,DEMTRAMCYELC,ELCEV,2022,10.281
RE1,DEMTRAMCYELC,ELCEV,2023,15.2964
RE1,DEMTRAMCYELC,ELCEV,2024,20.4647
RE1,DEMTRAMCYELC,ELCEV,2025,25.7025
RE1,DEMTRAMCYELC,ELCEV,2026,27.4287
RE1,DEMTRAMCYELC,ELCEV,2027,28.4164
RE1,DEMTRAMCYELC,ELCEV,2028,29.4364
RE1,DEMTRAMCYELC,ELCEV,2029,30.49
RE1,DEMTRAMCYELC,ELCEV,2030,31.5786
RE1,DEMTRAMCYELC,ELCEV,2031,32.064
RE1,DEMTRAMCYELC,ELCEV,2032,32.6004
RE1,DEMTRAMCYELC,ELCEV,2033,33.1844
RE1,DEMTRAMCYELC,ELCEV,2034,33.8135
RE1,DEMTRAMCYELC,ELCEV,2035,36.0527
RE1,DEMTRAMCYELC,ELCEV,2036,37.2796
RE1,DEMTRAMCYELC,ELCEV,2037,38.5413
RE1,DEMTRAMCYELC,ELCEV,2038,39.8392
RE1,DEMTRAMCYELC,ELCEV,2039,41.175
RE1,DEMTRAMCYELC,ELCEV,2040,39.291
RE1,DEMTRAMCYELC,ELCEV,2041,36.6287
RE1,DEMTRAMCYELC,ELCEV,2042,42.5334
RE1,DEMTRAMCYELC,ELCEV,2043,39.8233
RE1,DEMTRAMCYELC,ELCEV,2044,27.7654
RE1,DEMTRAMCYELC,ELCEV,2045,25.8811
RE1,DEMTRAMCYELC,ELCEV,2046,19.7676
RE1,DEMTRAMCYELC,ELCEV,2047,9.1676
RE1,DEMTRAMCYELC,ELCEV,2048,22.1137
RE1,DEMTRAMCYELC,ELCEV,2049,5.2819
RE1,DEMTRAMCYELC,ELCEV,2050,0.5844
RE1,DEMTRAMCYELC,ELCEV,2051,6.398
RE1,DEMTRAMCYELC,ELCEV,2053,12.0304
RE1,DEMTRAMCYELC,ELCEV,2054,13.7971
RE1,DEMTRAMCYELC,ELCEV,2055,10.4783
RE1,DEMTRAMCYELC,ELCEV,2056,16.9673
RE1,DEMTRAMCYELC,ELCEV,2057,4.897
RE1,DEMTRAMCYELC,ELCEV,2058,20.5266
RE1,DEMTRAMCYELC,ELCEV,2059,30.175
RE1,DEMTRAMCYELC,ELCEV,2060,23.9093
RE1,DEMTRAMCYELC,ELCEV,2061,34.3876
RE1,DEMTRAMCYELC,ELCEV,2062,38.2509
RE1,DEMTRAMCYELC,ELCEV,2063,40.1143
RE1,DEMTRAMCYELC,ELCEV,2064,25.2655
RE1,DEMTRAMCYELC,ELCEV,2065,25.6319
RE1,DEMTRAMCYELC,ELCEV,2066,38.5038
RE1,DEMTRAMCYELC,ELCEV,2067,39.5323
RE1,DEMTRAMCYELC,ELCEV,2068,22.8985
RE1,DEMTRAMCYELC,ELCEV,2069,46.1978
RE1,DEMTRAMCYELC,ELCEV,2070,71.8656
RE1,DEMTRAMCYGSL,LFO,2015,76.3015
RE1,DEMTRAMCYGSL,LFO,2016,80.3865
RE1,DEMTRAMCYGSL,LFO,2017,84.6905
RE1,DEMTRAMCYGSL,LFO,2018,89.225
RE1,DEMTRAMCYGSL,LFO,2019,94.0025
RE1,DEMTRAMCYGSL,LFO,2020,99.0355
RE1,DEMTRAMCYGSL,LFO,2021,79.6792
RE1,DEMTRAMCYGSL,LFO,2022,60.4386
RE1,DEMTRAMCYGSL,LFO,2023,41.8831
RE1,DEMTRAMCYGSL,LFO,2024,22.7651
RE1,DEMTRAMCYGSL,LFO,2025,3.4664
RE1,INDENEFFDP,ELC003,2024,10.6215
RE1,INDENEFFDP,ELC003,2025,10.6215
RE1,INDENEFFDP,ELC003,2026,12.2145
RE1,INDENEFFDP,ELC003,2027,13.0891
RE1,INDENEFFDP,ELC003,2028,14.0248
RE1,INDENEFFDP,ELC003,2029,16.5876
RE1,INDENEFFDP,ELC003,2030,17.7701
RE1,INDENEFFDP,ELC003,2031,20.7566
RE1,INDENEFFDP,ELC003,2032,22.0481
RE1,INDENEFFDP,ELC003,2033,23.4474
RE1,INDENEFFDP,ELC003,2034,24.9611
RE1,INDENEFFDP,ELC003,2035,27.8048
RE1,INDENEFFDP,ELC003,2036,35.1044
RE1,INDENEFFDP,ELC003,2037,37.9165
RE1,INDENEFFDP,ELC003,2038,41.3251
RE1,INDENEFFDP,ELC003,2039,44.6219
RE1,INDENEFFDP,ELC003,2040,49.6814
RE1,INDENEFFDP,ELC003,2041,52.8114
RE1,INDENEFFDP,ELC003,2042,56.1314
RE1,INDENEFFDP,ELC003,2043,59.6533
RE1,INDENEFFDP,ELC003,2044,63.3897
RE1,INDENEFFDP,ELC003,2045,67.3539
RE1,INDENEFFDP,ELC003,2046,71.2547
RE1,INDENEFFDP,ELC003,2047,75.396
RE1,INDENEFFDP,ELC003,2048,79.792
RE1,INDENEFFDP,ELC003,2049,84.4576
RE1,INDENEFFDP,ELC003,2050,89.4088
RE1,INDENEFFDP,ELC003,2051,92.4846
RE1,INDENEFFDP,ELC003,2052,95.6659
RE1,INDENEFFDP,ELC003,2053,98.9564
RE1,INDENEFFDP,ELC003,2054,102.3596
RE1,INDENEFFDP,ELC003,2055,105.8796
RE1,INDENEFFDP,ELC003,2056,109.5203
RE1,INDENEFFDP,ELC003,2057,113.2858
RE1,INDENEFFDP,ELC003,2058,117.1805
RE1,INDENEFFDP,ELC003,2059,121.2089
RE1,INDENEFFDP,ELC003,2060,125.3756
RE1,INDENEFFDP,ELC003,2061,128.3596
RE1,INDENEFFDP,ELC003,2062,131.4145
RE1,INDENEFFDP,ELC003,2063,134.5422
RE1,INDENEFFDP,ELC003,2064,137.7445
RE1,INDENEFFDP,ELC003,2065,141.0233
RE1,INDENEFFDP,ELC003,2066,144.3805
RE1,INDENEFFDP,ELC003,2067,147.818
RE1,INDENEFFDP,ELC003,2068,151.3378
RE1,INDENEFFDP,ELC003,2069,154.9421
RE1,INDENEFFDP,ELC003,2070,158.6328
RE1,PWRBIO001,BIO,2024,2.0335
RE1,PWRBIO001,BIO,2025,3.827
RE1,PWRBIO001,BIO,2026,6.538
RE1,PWRBIO001,BIO,2027,17.9391
RE1,PWRBIO001,BIO,2028,17.9391
RE1,PWRBIO001,BIO,2029,17.9391
RE1,PWRBIO001,BIO,2030,17.9391
RE1,PWRBIO001,BIO,2031,17.9391
RE1,PWRBIO001,BIO,2032,17.9391
RE1,PWRBIO001,BIO,2033,28.4473
RE1,PWRBIO001,BIO,2034,26.6538
RE1,PWRBIO001,BIO,2035,57.0644
RE1,PWRBIO001,BIO,2036,69.5681
RE1,PWRBIO001,BIO,2037,73.8077
RE1,PWRBIO001,BIO,2038,78.3294
RE1,PWRBIO001,BIO,2039,83.1541
RE1,PWRBIO001,BIO,2040,88.3048
RE1,PWRBIO001,BIO,2041,88.2015
RE1,PWRBIO001,BIO,2042,76.0025
RE1,PWRBIO001,BIO,2043,63.9155
RE1,PWRBIO001,BIO,2044,35.0078
RE1,PWRBIO001,BIO,2045,11.301
RE1,PWRCOA001,COA,2026,2.4411
RE1,PWRCOA001,COA,2035,1.7042
RE1,PWRCOA001,COA,2036,4.9532
RE1,PWRCOA001,COA,2037,7.798
RE1,PWRCOA001,COA,2038,29.2313
RE1,PWRCOA001,COA,2039,29.7832
RE1,PWRCOA001,COA,2040,27.2949
RE1,PWRCOA001,COA,2041,24.7229
RE1,PWRCOA001,COA,2042,17.8635
RE1,PWRCOA001,COA,2043,0.6548
RE1,PWRDIST,ELC002,2015,14.3549
RE1,PWRDIST,ELC002,2016,15.3369
RE1,PWRDIST,ELC002,2017,15.8732
RE1,PWRDIST,ELC002,2018,16.2732
RE1,PWRDIST,ELC002,2019,15.7189
RE1,PWRDIST,ELC002,2020,14.5845
RE1,PWRDIST,ELC002,2021,22.1388
RE1,PWRDIST,ELC002,2022,32.407
RE1,PWRDIST,ELC002,2023,38.3084
RE1,PWRDIST,ELC002,2024,40.323
RE1,PWRDIST,ELC002,2025,48.4981
RE1,PWRDIST,ELC002,2026,50.9904
RE1,PWRDIST,ELC002,2027,54.021
RE1,PWRDIST,ELC002,2028,56.9321
RE1,PWRDIST,ELC002,2029,68.7875
RE1,PWRDIST,ELC002,2030,69.5275
RE1,PWRDIST,ELC002,2031,69.8014
RE1,PWRDIST,ELC002,2032,70.2994
RE1,PWRDIST,ELC002,2033,76.4618
RE1,PWRDIST,ELC002,2034,78.1305
RE1,PWRDIST,ELC002,2035,91.7329
RE1,PWRDIST,ELC002,2036,99.6224
RE1,PWRDIST,ELC002,2037,104.786
RE1,PWRDIST,ELC002,2038,141.0193
RE1,PWRDIST,ELC002,2039,142.7257
RE1,PWRDIST,ELC002,2040,140.1716
RE1,PWRDIST,ELC002,2041,135.5202
RE1,PWRDIST,ELC002,2042,129.9482
RE1,PWRDIST,ELC002,2043,123.8492
RE1,PWRDIST,ELC002,2044,116.8933
RE1,PWRDIST,ELC002,2045,112.0527
RE1,PWRDIST,ELC002,2046,111.1326
RE1,PWRDIST,ELC002,2047,114.1731
RE1,PWRDIST,ELC002,2048,117.3486
RE1,PWRDIST,ELC002,2049,120.6534
RE1,PWRDIST,ELC002,2050,156.938
RE1,PWRDIST,ELC002,2051,160.7328
RE1,PWRDIST,ELC002,2052,164.6382
RE1,PWRDIST,ELC002,2053,168.6578
RE1,PWRDIST,ELC002,2054,172.7952
RE1,PWRDIST,ELC002,2055,177.0539
RE1,PWRDIST,ELC002,2056,181.4379
RE1,PWRDIST,ELC002,2057,185.9511
RE1,PWRDIST,ELC002,2058,190.5977
RE1,PWRDIST,ELC002,2059,195.382
RE1,PWRDIST,ELC002,2060,200.3086
RE1,PWRDIST,ELC002,2061,203.9505
RE1,PWRDIST,ELC002,2062,207.668
RE1,PWRDIST,ELC002,2063,211.4633
RE1,PWRDIST,ELC002,2064,215.338
RE1,PWRDIST,ELC002,2065,219.294
RE1,PWRDIST,ELC002,2066,223.3333
RE1,PWRDIST,ELC002,2067,227.4577
RE1,PWRDIST,ELC002,2068,231.6693
RE1,PWRDIST,ELC002,2069,235.9702
RE1,PWRDIST,ELC002,2070,305.4085
RE1,PWRHYD001,HYD,2015,3.5733
RE1,PWRHYD001,HYD,2016,3.3297
RE1,PWRHYD001,HYD,2017,4.2387
RE1,PWRHYD001,HYD,2018,3.0363
RE1,PWRHYD001,HYD,2019,2.4647
RE1,PWRHYD001,HYD,2020,1.2953
RE1,PWRHYD001,HYD,2021,5.186
RE1,PWRHYD001,HYD,2022,8.0796
RE1,PWRHYD001,HYD,2023,8.0796
RE1,PWRHYD001,HYD,2024,8.0796
RE1,PWRHYD001,HYD,2025,8.0796
RE1,PWRHYD001,HYD,2026,8.0796
RE1,PWRHYD001,HYD,2027,8.0796
RE1,PWRHYD001,HYD,2028,8.0796
RE1,PWRHYD001,HYD,2029,8.0796
RE1,PWRHYD001,HYD,2030,8.0796
RE1,PWRHYD001,HYD,2031,8.0796
RE1,PWRHYD001,HYD,2032,8.0796
RE1,PWRHYD001,HYD,2033,8.0796
RE1,PWRHYD001,HYD,2034,8.0796
RE1,PWRHYD001,HYD,2035,8.0796
RE1,PWRHYD001,HYD,2036,8.0796
RE1,PWRHYD001,HYD,2037,8.0796
RE1,PWRHYD001,HYD,2038,8.0796
RE1,PWRHYD001,HYD,2039,8.0796
RE1,PWRHYD001,HYD,2040,8.0796
RE1,PWRHYD001,HYD,2041,8.0796
RE1,PWRHYD001,HYD,2042,8.0796
RE1,PWRHYD001,HYD,2043,8.0796
RE1,PWRHYD001,HYD,2044,8.0796
RE1,PWRHYD001,HYD,2045,8.0796
RE1,PWRHYD001,HYD,2046,8.0796
RE1,PWRHYD001,HYD,2047,8.0796
RE1,PWRHYD001,HYD,2048,8.0796
RE1,PWRHYD001,HYD,2049,8.0796
RE1,PWRHYD001,HYD,2050,8.0796
RE1,PWRHYD001,HYD,2051,8.0796
RE1,PWRHYD001,HYD,2052,8.0796
RE1,PWRHYD001,HYD,2053,8.0796
RE1,PWRHYD001,HYD,2054,8.0796
RE1,PWRHYD001,HYD,2055,8.0796
RE1,PWRHYD001,HYD,2056,8.0796
RE1,PWRHYD001,HYD,2057,8.0796
RE1,PWRHYD001,HYD,2058,8.0796
RE1,PWRHYD001,HYD,2059,8.0796
RE1,PWRHYD001,HYD,2060,8.0796
RE1,PWRHYD001,HYD,2061,8.0796
RE1,PWRHYD001,HYD,2062,8.0796
RE1,PWRHYD001,HYD,2063,8.0796
RE1,PWRHYD001,HYD,2064,8.0796
RE1,PWRHYD001,HYD,2065,8.0796
RE1,PWRHYD001,HYD,2066,8.0796
RE1,PWRHYD001,HYD,2067,8.0796
RE1,PWRHYD001,HYD,2068,8.0796
RE1,PWRHYD001,HYD,2069,8.0796
RE1,PWRHYD001,HYD,2070,8.0796
RE1,PWRHYD002,HYD,2015,1.7138
RE1,PWRHYD002,HYD,2016,1.7138
RE1,PWRHYD002,HYD,2017,1.7138
RE1,PWRHYD002,HYD,2018,1.7138
RE1,PWRHYD002,HYD,2019,1.7138
RE1,PWRHYD002,HYD,2020,1.7138
RE1,PWRHYD002,HYD,2021,3.0972
RE1,PWRHYD002,HYD,2022,3.0972
RE1,PWRHYD002,HYD,2023,3.0972
RE1,PWRHYD002,HYD,2024,3.0972
RE1,PWRHYD002,HYD,2025,3.0972
RE1,PWRHYD002,HYD,2026,3.0972
RE1,PWRHYD002,HYD,2027,3.0972
RE1,PWRHYD002,HYD,2028,3.0972
RE1,PWRHYD002,HYD,2029,3.0972
RE1,PWRHYD002,HYD,2030,3.0972
RE1,PWRHYD002,HYD,2031,3.0972
RE1,PWRHYD002,HYD,2032,3.0972
RE1,PWRHYD002,HYD,2033,3.0972
RE1,PWRHYD002,HYD,2034,3.0972
RE1,PWRHYD002,HYD,2035,3.0972
RE1,PWRHYD002,HYD,2036,3.0972
RE1,PWRHYD002,HYD,2037,3.0972
RE1,PWRHYD002,HYD,2038,3.0972
RE1,PWRHYD002,HYD,2039,3.0972
RE1,PWRHYD002,HYD,2040,3.0972
RE1,PWRHYD002,HYD,2041,3.0972
RE1,PWRHYD002,HYD,2042,3.0972
RE1,PWRHYD002,HYD,2043,3.0972
RE1,PWRHYD002,HYD,2044,3.0972
RE1,PWRHYD002,HYD,2045,3.0972
RE1,PWRHYD002,HYD,2046,3.0972
RE1,PWRHYD002,HYD,2047,3.0972
RE1,PWRHYD002,HYD,2048,3.0972
RE1,PWRHYD002,HYD,2049,3.0972
RE1,PWRHYD002,HYD,2050,3.0972
RE1,PWRHYD002,HYD,2051,3.0972
RE1,PWRHYD002,HYD,2052,3.0972
RE1,PWRHYD002,HYD,2053,3.0972
RE1,PWRHYD002,HYD,2054,3.0972
RE1,PWRHYD002,HYD,2055,3.0972
RE1,PWRHYD002,HYD,2056,3.0972
RE1,PWRHYD002,HYD,2057,3.0972
RE1,PWRHYD002,HYD,2058,3.0972
RE1,PWRHYD002,HYD,2059,3.0972
RE1,PWRHYD002,HYD,2060,3.0972
RE1,PWRHYD002,HYD,2061,3.0972
RE1,PWRHYD002,HYD,2062,3.0972
RE1,PWRHYD002,HYD,2063,3.0972
RE1,PWRHYD002,HYD,2064,3.0972
RE1,PWRHYD002,HYD,2065,3.0972
RE1,PWRHYD002,HYD,2066,3.0972
RE1,PWRHYD002,HYD,2067,3.0972
RE1,PWRHYD002,HYD,2068,3.0972
RE1,PWRHYD002,HYD,2069,3.0972
RE1,PWRHYD002,HYD,2070,3.0972
RE1,PWRHYD003,HYD,2021,2.0118
RE1,PWRHYD003,HYD,2022,2.0118
RE1,PWRHYD003,HYD,2023,2.0118
RE1,PWRHYD003,HYD,2024,2.0118
RE1,PWRHYD003,HYD,2025,2.0118
RE1,PWRHYD003,HYD,2026,2.0118
RE1,PWRHYD003,HYD,2027,2.0118
RE1,PWRHYD003,HYD,2028,2.0118
RE1,PWRHYD003,HYD,2029,2.0118
RE1,PWRHYD003,HYD,2030,2.0118
RE1,PWRHYD003,HYD,2031,2.0118
RE1,PWRHYD003,HYD,2032,2.0118
RE1,PWRHYD003,HYD,2033,2.0118
RE1,PWRHYD003,HYD,2034,2.0118
RE1,PWRHYD003,HYD,2035,2.0118
RE1,PWRHYD003,HYD,2036,2.0118
RE1,PWRHYD003,HYD,2037,2.0118
RE1,PWRHYD003,HYD,2038,2.0118
RE1,PWRHYD003,HYD,2039,2.0118
RE1,PWRHYD003,HYD,2040,2.0118
RE1,PWRHYD003,HYD,2041,2.0118
RE1,PWRHYD003,HYD,2042,2.0118
RE1,PWRHYD003,HYD,2043,2.0118
RE1,PWRHYD003,HYD,2044,2.0118
RE1,PWRHYD003,HYD,2045,2.0118
RE1,PWRHYD003,HYD,2046,2.0118
RE1,PWRHYD003,HYD,2047,2.0118
RE1,PWRHYD003,HYD,2048,2.0118
RE1,PWRHYD003,HYD,2049,2.0118
RE1,PWRHYD003,HYD,2050,2.0118
RE1,PWRHYD003,HYD,2051,2.0118
RE1,PWRHYD003,HYD,2052,2.0118
RE1,PWRHYD003,HYD,2053,2.0118
RE1,PWRHYD003,HYD,2054,2.0118
RE1,PWRHYD003,HYD,2055,2.0118
RE1,PWRHYD003,HYD,2056,2.0118
RE1,PWRHYD003,HYD,2057,2.0118
RE1,PWRHYD003,HYD,2058,2.0118
RE1,PWRHYD003,HYD,2059,2.0118
RE1,PWRHYD003,HYD,2060,2.0118
RE1,PWRHYD003,HYD,2061,2.0118
RE1,PWRHYD003,HYD,2062,2.0118
RE1,PWRHYD003,HYD,2063,2.0118
RE1,PWRHYD003,HYD,2064,2.0118
RE1,PWRHYD003,HYD,2065,2.0118
RE1,PWRHYD003,HYD,2066,2.0118
RE1,PWRHYD003,HYD,2067,2.0118
RE1,PWRHYD003,HYD,2068,2.0118
RE1,PWRHYD003,HYD,2069,2.0118
RE1,PWRHYD003,HYD,2070,2.0118
RE1,PWRHYD004,HYD,2021,0.2236
RE1,PWRHYD004,HYD,2022,0.2236
RE1,PWRHYD004,HYD,2023,0.2236
RE1,PWRHYD004,HYD,2024,0.2236
RE1,PWRHYD004,HYD,2025,0.2236
RE1,PWRHYD004,HYD,2026,0.2236
RE1,PWRHYD004,HYD,2027,0.2236
RE1,PWRHYD004,HYD,2028,0.2236
RE1,PWRHYD004,HYD,2029,0.2236
RE1,PWRHYD004,HYD,2030,0.2236
RE1,PWRHYD004,HYD,2031,0.2236
RE1,PWRHYD004,HYD,2032,0.2236
RE1,PWRHYD004,HYD,2033,0.2236
RE1,PWRHYD004,HYD,2034,0.2236
RE1,PWRHYD004,HYD,2035,0.2236
RE1,PWRHYD004,HYD,2036,0.2236
RE1,PWRHYD004,HYD,2037,0.2236
RE1,PWRHYD004,HYD,2038,0.2236
RE1,PWRHYD004,HYD,2039,0.2236
RE1,PWRHYD004,HYD,2040,0.2236
RE1,PWRHYD004,HYD,2041,0.2236
RE1,PWRHYD004,HYD,2042,0.2236
RE1,PWRHYD004,HYD,2043,0.2236
RE1,PWRHYD004,HYD,2044,0.2236
RE1,PWRHYD004,HYD,2045,0.2236
RE1,PWRHYD004,HYD,2046,0.2236
RE1,PWRHYD004,HYD,2047,0.2236
RE1,PWRHYD004,HYD,2048,0.2236
RE1,PWRHYD004,HYD,2049,0.2236
RE1,PWRHYD004,HYD,2050,0.2236
RE1,PWRHYD004,HYD,2051,0.2236
RE1,PWRHYD004,HYD,2052,0.2236
RE1,PWRHYD004,HYD,2053,0.2236
RE1,PWRHYD004,HYD,2054,0.2236
RE1,PWRHYD004,HYD,2055,0.2236
RE1,PWRHYD004,HYD,2056,0.2236
RE1,PWRHYD004,HYD,2057,0.2236
RE1,PWRHYD004,HYD,2058,0.2236
RE1,PWRHYD004,HYD,2059,0.2236
RE1,PWRHYD004,HYD,2060,0.2236
RE1,PWRHYD004,HYD,2061,0.2236
RE1,PWRHYD004,HYD,2062,0.2236
RE1,PWRHYD004,HYD,2063,0.2236
RE1,PWRHYD004,HYD,2064,0.2236
RE1,PWRHYD004,HYD,2065,0.2236
RE1,PWRHYD004,HYD,2066,0.2236
RE1,PWRHYD004,HYD,2067,0.2236
RE1,PWRHYD004,HYD,2068,0.2236
RE1,PWRHYD004,HYD,2069,0.2236
RE1,PWRHYD004,HYD,2070,0.2236
RE1,PWRNGS001,NGS,2022,15.9998
RE1,PWRNGS001,NGS,2023,28.3494
RE1,PWRNGS001,NGS,2024,28.3494
RE1,PWRNGS001,NGS,2025,27.9119
RE1,PWRNGS001,NGS,2026,27.434
RE1,PWRNGS001,NGS,2027,25.9171
RE1,PWRNGS001,NGS,2028,26.0221
RE1,PWRNGS001,NGS,2029,24.8393
RE1,PWRNGS001,NGS,2030,23.5812
RE1,PWRNGS001,NGS,2031,21.9982
RE1,PWRNGS001,NGS,2032,20.4399
RE1,PWRNGS001,NGS,2033,18.9035
RE1,PWRNGS001,NGS,2034,17.4212
RE1,PWRNGS001,NGS,2035,15.9641
RE1,PWRNGS001,NGS,2036,14.5354
RE1,PWRNGS001,NGS,2037,13.1383
RE1,PWRNGS001,NGS,2038,11.7765
RE1,PWRNGS001,NGS,2039,10.1249
RE1,PWRNGS001,NGS,2040,9.896
RE1,PWRNGS001,NGS,2041,9.5493
RE1,PWRNGS001,NGS,2042,9.0788
RE1,PWRNGS001,NGS,2043,8.4778
RE1,PWRNGS001,NGS,2044,7.7395
RE1,PWRNGS001,NGS,2045,6.8567
RE1,PWRNGS001,NGS,2046,5.8218
RE1,PWRNGS001,NGS,2047,4.6272
RE1,PWRNGS001,NGS,2048,3.2644
RE1,PWRNGS001,NGS,2049,1.6955
RE1,PWROHC001,LFO,2038,70.9294
RE1,PWROHC001,LFO,2039,59.5065
RE1,PWROHC001,LFO,2040,33.0751
RE1,PWROHC001,LFO,2041,9.488
RE1,PWROHC002,HFO,2039,2.0581
RE1,PWROHC002,HFO,2040,6.7404
RE1,PWROHC002,HFO,2041,9.7918
RE1,PWROHC002,HFO,2042,12.3023
RE1,PWROHC002,HFO,2043,14.2328
RE1,PWROHC002,HFO,2044,12.5099
RE1,PWROHC002,HFO,2045,10.689
RE1,PWROHC002,HFO,2046,8.7299
RE1,PWROHC002,HFO,2047,6.6854
RE1,PWROHC002,HFO,2048,4.5517
RE1,PWROHC002,HFO,2049,2.3247
RE1,PWRSOL001,SOL,2015,0.172
RE1,PWRSOL001,SOL,2017,0.1736
RE1,PWRSOL001,SOL,2021,0.5019
RE1,PWRSOL001,SOL,2022,0.5019
RE1,PWRSOL001,SOL,2023,0.6485
RE1,PWRSOL001,SOL,2024,1.9903
RE1,PWRSOL001,SOL,2025,6.8632
RE1,PWRSOL001,SOL,2026,7.2281
RE1,PWRSOL001,SOL,2027,7.6138
RE1,PWRSOL001,SOL,2028,8.0214
RE1,PWRSOL001,SOL,2029,8.4524
RE1,PWRSOL001,SOL,2030,8.9083
RE1,PWRSOL001,SOL,2031,9.2561
RE1,PWRSOL001,SOL,2032,9.6349
RE1,PWRSOL001,SOL,2033,10.0457
RE1,PWRSOL001,SOL,2034,10.4898
RE1,PWRSOL001,SOL,2035,11.4669
RE1,PWRSOL001,SOL,2036,12.1622
RE1,PWRSOL001,SOL,2037,12.9035
RE1,PWRSOL001,SOL,2038,13.6939
RE1,PWRSOL001,SOL,2039,14.5374
RE1,PWRSOL001,SOL,2040,15.4379
RE1,PWRSOL001,SOL,2041,16.1965
RE1,PWRSOL001,SOL,2042,16.9953
RE1,PWRSOL001,SOL,2043,17.8366
RE1,PWRSOL001,SOL,2044,18.723
RE1,PWRSOL001,SOL,2045,19.6572
RE1,PWRSOL001,SOL,2046,20.5541
RE1,PWRSOL001,SOL,2047,21.5021
RE1,PWRSOL001,SOL,2048,22.5038
RE1,PWRSOL001,SOL,2049,23.5624
RE1,PWRSOL001,SOL,2050,31.927
RE1,PWRSOL001,SOL,2051,32.7653
RE1,PWRSOL001,SOL,2052,33.628
RE1,PWRSOL001,SOL,2053,34.516
RE1,PWRSOL001,SOL,2054,35.43
RE1,PWRSOL001,SOL,2055,36.3708
RE1,PWRSOL001,SOL,2056,37.3393
RE1,PWRSOL001,SOL,2057,38.3364
RE1,PWRSOL001,SOL,2058,39.3629
RE1,PWRSOL001,SOL,2059,40.4198
RE1,PWRSOL001,SOL,2060,41.5081
RE1,PWRSOL001,SOL,2061,42.3127
RE1,PWRSOL001,SOL,2062,43.1339
RE1,PWRSOL001,SOL,2063,43.9724
RE1,PWRSOL001,SOL,2064,44.8283
RE1,PWRSOL001,SOL,2065,45.7022
RE1,PWRSOL001,SOL,2066,46.5946
RE1,PWRSOL001,SOL,2067,47.5057
RE1,PWRSOL001,SOL,2068,48.4361
RE1,PWRSOL001,SOL,2069,49.3862
RE1,PWRSOL001,SOL,2070,64.726
RE1,PWRSOL002,SOL,2026,0.1692
RE1,PWRSOL002,SOL,2027,0.1688
RE1,PWRSOL002,SOL,2028,0.1686
RE1,PWRSOL002,SOL,2029,0.1686
RE1,PWRSOL002,SOL,2030,11.6878
RE1,PWRSOL002,SOL,2031,17.8325
RE1,PWRSOL002,SOL,2032,21.6689
RE1,PWRSOL002,SOL,2033,22.5928
RE1,PWRSOL002,SOL,2034,23.5914
RE1,PWRSOL002,SOL,2035,25.7889
RE1,PWRSOL002,SOL,2036,27.3529
RE1,PWRSOL002,SOL,2037,29.0198
RE1,PWRSOL002,SOL,2038,30.7976
RE1,PWRSOL002,SOL,2039,32.6946
RE1,PWRSOL002,SOL,2040,34.7197
RE1,PWRSOL002,SOL,2041,36.426
RE1,PWRSOL002,SOL,2042,38.2224
RE1,PWRSOL002,SOL,2043,40.1144
RE1,PWRSOL002,SOL,2044,42.1079
RE1,PWRSOL002,SOL,2045,44.2091
RE1,PWRSOL002,SOL,2046,46.2262
RE1,PWRSOL002,SOL,2047,48.358
RE1,PWRSOL002,SOL,2048,50.611
RE1,PWRSOL002,SOL,2049,52.9918
RE1,PWRSOL002,SOL,2050,71.8037
RE1,PWRSOL002,SOL,2051,73.689
RE1,PWRSOL002,SOL,2052,75.6294
RE1,PWRSOL002,SOL,2053,77.6264
RE1,PWRSOL002,SOL,2054,79.682
RE1,PWRSOL002,SOL,2055,81.7979
RE1,PWRSOL002,SOL,2056,83.976
