r,t,y,AnnualVariableOperatingCost
RE1,PWRDIST,2041,0.0136
RE1,PWRDIST,2042,0.013
RE1,PWRDIST,2043,0.0124
RE1,PWRDIST,2044,0.0117
RE1,PWRDIST,2045,0.0112
RE1,PWRDIST,2046,0.0111
RE1,PWRDIST,2047,0.0114
RE1,PWRDIST,2048,0.0117
RE1,PWRDIST,2049,0.0121
RE1,PWRDIST,2050,0.0157
RE1,PWRDIST,2051,0.0161
RE1,PWRDIST,2052,0.0165
RE1,PWRDIST,2053,0.0169
RE1,PWRDIST,2054,0.0173
RE1,PWRDIST,2055,0.0177
RE1,PWRDIST,2056,0.0181
RE1,PWRDIST,2057,0.0186
RE1,PWRDIST,2058,0.0191
RE1,PWRDIST,2059,0.0195
RE1,PWRDIST,2060,0.02
RE1,PWRDIST,2061,0.0204
RE1,PWRDIST,2062,0.0208
RE1,PWRDIST,2063,0.0211
RE1,PWRDIST,2064,0.0215
RE1,PWRDIST,2065,0.0219
RE1,PWRDIST,2066,0.0223
RE1,PWRDIST,2067,0.0227
RE1,PWRDIST,2068,0.0232
RE1,PWRDIST,2069,0.0236
RE1,PWRDIST,2070,0.0305
RE1,PWRSOL002,2026,0.0
RE1,PWRSOL002,2027,0.0
RE1,PWRSOL002,2028,0.0
RE1,PWRSOL002,2029,0.0
RE1,PWRSOL002,2030,0.0012
RE1,PWRSOL002,2031,0.0018
RE1,PWRSOL002,2032,0.0022
RE1,PWRSOL002,2033,0.0023
RE1,PWRSOL002,2034,0.0024
RE1,PWRSOL002,2035,0.0026
RE1,PWRSOL002,2036,0.0027
RE1,PWRSOL002,2037,0.0029
RE1,PWRSOL002,2038,0.0031
RE1,PWRSOL002,2039,0.0033
RE1,PWRSOL002,2040,0.0035
RE1,PWRSOL002,2041,0.0036
RE1,PWRSOL002,2042,0.0038
RE1,PWRSOL002,2043,0.004
RE1,PWRSOL002,2044,0.0042
RE1,PWRSOL002,2045,0.0044
RE1,PWRSOL002,2046,0.0046
RE1,PWRSOL002,2047,0.0048
RE1,PWRSOL002,2048,0.0051
RE1,PWRSOL002,2049,0.0053
RE1,PWRSOL002,2050,0.0072
RE1,PWRSOL002,2051,0.0074
RE1,PWRSOL002,2052,0.0076
RE1,PWRSOL002,2053,0.0078
RE1,PWRSOL002,2054,0.008
RE1,PWRSOL002,2055,0.0082
RE1,PWRSOL002,2056,0.0084
RE1,PWRSOL002,2057,0.0086
RE1,PWRSOL002,2058,0.0089
RE1,PWRSOL002,2059,0.0091
RE1,PWRSOL002,2060,0.0093
RE1,PWRSOL002,2061,0.0095
RE1,PWRSOL002,2062,0.0097
RE1,PWRSOL002,2063,0.0099
RE1,PWRSOL002,2064,0.0101
RE1,PWRSOL002,2065,0.0103
RE1,PWRSOL002,2066,0.0105
RE1,PWRSOL002,2067,0.0107
RE1,PWRSOL002,2068,0.0109
RE1,PWRSOL002,2069,0.0111
RE1,PWRSOL002,2070,0.0146
RE1,PWRHYD004,2021,0.0
RE1,PWRHYD004,2022,0.0
RE1,PWRHYD004,2023,0.0
RE1,PWRHYD004,2024,0.0
RE1,PWRHYD004,2025,0.0
RE1,PWRHYD004,2026,0.0
RE1,PWRHYD004,2027,0.0
RE1,PWRHYD004,2028,0.0
RE1,PWRHYD004,2029,0.0
RE1,PWRHYD004,2030,0.0
RE1,PWRHYD004,2031,0.0
RE1,PWRHYD004,2032,0.0
RE1,PWRHYD004,2033,0.0
RE1,PWRHYD004,2034,0.0
RE1,PWRHYD004,2035,0.0
RE1,PWRHYD004,2036,0.0
RE1,PWRHYD004,2037,0.0
RE1,PWRHYD004,2038,0.0
RE1,PWRHYD004,2039,0.0
RE1,PWRHYD004,2040,0.0
RE1,PWRHYD004,2041,0.0
RE1,PWRHYD004,2042,0.0
RE1,PWRHYD004,2043,0.0
RE1,PWRHYD004,2044,0.0
RE1,PWRHYD004,2045,0.0
RE1,PWRHYD004,2046,0.0
RE1,PWRHYD004,2047,0.0
RE1,PWRHYD004,2048,0.0
RE1,PWRHYD004,2049,0.0
RE1,PWRHYD004,2050,0.0
RE1,PWRHYD004,2051,0.0
RE1,PWRHYD004,2052,0.0
RE1,PWRHYD004,2053,0.0
RE1,PWRHYD004,2054,0.0
RE1,PWRHYD004,2055,0.0
RE1,PWRHYD004,2056,0.0
RE1,PWRHYD004,2057,0.0
RE1,PWRHYD004,2058,0.0
RE1,PWRHYD004,2059,0.0
RE1,PWRHYD004,2060,0.0
RE1,PWRHYD004,2061,0.0
RE1,PWRHYD004,2062,0.0
RE1,PWRHYD004,2063,0.0
RE1,PWRHYD004,2064,0.0
RE1,PWRHYD004,2065,0.0
RE1,PWRHYD004,2066,0.0
RE1,PWRHYD004,2067,0.0
RE1,PWRHYD004,2068,0.0
RE1,PWRHYD004,2069,0.0
RE1,PWRHYD004,2070,0.0
RE1,PWRTRNEXP,2015,0.0
RE1,PWRTRNEXP,2016,0.0
RE1,PWRTRNEXP,2017,0.0
RE1,PWRTRNEXP,2018,0.0
RE1,PWRTRNEXP,2019,0.0
RE1,PWRTRNEXP,2020,0.0
RE1,PWRTRNEXP,2021,0.0
RE1,PWRTRNEXP,2022,0.0
RE1,PWRTRNEXP,2023,0.0
RE1,PWRTRNEXP,2024,0.0
RE1,PWRTRNEXP,2025,0.0
RE1,PWRTRNEXP,2026,0.0
RE1,PWRTRNEXP,2027,0.0
RE1,PWRTRNEXP,2028,0.0
RE1,PWRTRNEXP,2029,0.0
RE1,PWRTRNEXP,2030,0.0
RE1,PWRTRNEXP,2031,0.0
RE1,PWRTRNEXP,2032,0.0
RE1,PWRTRNEXP,2033,0.0
RE1,PWRTRNEXP,2034,0.0
RE1,PWRTRNEXP,2035,0.0
RE1,PWRTRNEXP,2036,0.0
RE1,PWRTRNEXP,2037,0.0
RE1,PWRTRNEXP,2038,0.0
RE1,PWRTRNEXP,2039,0.0
RE1,PWRTRNEXP,2040,0.0
RE1,PWRTRNEXP,2041,0.0
RE1,PWRTRNEXP,2042,0.0
RE1,PWRTRNEXP,2043,0.0
RE1,PWRTRNEXP,2044,0.0
RE1,PWRTRNEXP,2045,0.0
RE1,PWRTRNEXP,2046,0.0
RE1,PWRTRNEXP,2047,0.0
RE1,PWRTRNEXP,2048,0.0
RE1,PWRTRNEXP,2049,0.0
RE1,PWRTRNEXP,2050,0.0
RE1,PWRTRNEXP,2051,0.0
RE1,PWRTRNEXP,2052,0.0
RE1,PWRTRNEXP,2053,0.0
RE1,PWRTRNEXP,2054,0.0
RE1,PWRTRNEXP,2055,0.0
RE1,PWRTRNEXP,2056,0.0
RE1,PWRTRNEXP,2057,0.0
RE1,PWRTRNEXP,2058,0.0
RE1,PWRTRNEXP,2059,0.0
RE1,PWRTRNEXP,2060,0.0
RE1,PWRTRNEXP,2061,0.0
RE1,PWRTRNEXP,2062,0.0
RE1,PWRTRNEXP,2063,0.0
RE1,PWRTRNEXP,2064,0.0
RE1,PWRTRNEXP,2065,0.0
RE1,PWRTRNEXP,2066,0.0
RE1,PWRTRNEXP,2067,0.0
RE1,PWRTRNEXP,2068,0.0
RE1,PWRTRNEXP,2069,0.0
RE1,PWRTRNEXP,2070,0.0
RE1,DEMTRAEVC,2021,0.0005
RE1,DEMTRAEVC,2022,0.001
RE1,DEMTRAEVC,2023,0.0015
RE1,DEMTRAEVC,2024,0.002
RE1,DEMTRAEVC,2025,0.0026
RE1,DEMTRAEVC,2026,0.0027
RE1,DEMTRAEVC,2027,0.0028
RE1,DEMTRAEVC,2028,0.0029
RE1,DEMTRAEVC,2029,0.003
RE1,DEMTRAEVC,2030,0.0032
RE1,DEMTRAEVC,2031,0.0037
RE1,DEMTRAEVC,2032,0.0042
RE1,DEMTRAEVC,2033,0.0048
RE1,DEMTRAEVC,2034,0.0054
RE1,DEMTRAEVC,2035,0.0061
RE1,DEMTRAEVC,2036,0.0067
RE1,DEMTRAEVC,2037,0.0077
RE1,DEMTRAEVC,2038,0.0111
RE1,DEMTRAEVC,2039,0.0111
RE1,DEMTRAEVC,2040,0.0106
RE1,DEMTRAEVC,2041,0.0101
RE1,DEMTRAEVC,2042,0.0095
RE1,DEMTRAEVC,2043,0.0089
RE1,DEMTRAEVC,2044,0.0081
RE1,DEMTRAEVC,2045,0.0072
RE1,DEMTRAEVC,2046,0.006
RE1,DEMTRAEVC,2047,0.0045
RE1,DEMTRAEVC,2048,0.0029
RE1,DEMTRAEVC,2049,0.0005
RE1,DEMTRAEVC,2050,0.0019
RE1,DEMTRAEVC,2051,0.0022
RE1,DEMTRAEVC,2052,0.0025
RE1,DEMTRAEVC,2053,0.0028
RE1,DEMTRAEVC,2054,0.0031
RE1,DEMTRAEVC,2055,0.0034
RE1,DEMTRAEVC,2056,0.0037
RE1,DEMTRAEVC,2057,0.004
RE1,DEMTRAEVC,2058,0.0043
RE1,DEMTRAEVC,2059,0.0046
RE1,DEMTRAEVC,2060,0.005
RE1,DEMTRAEVC,2061,0.0052
RE1,DEMTRAEVC,2062,0.0055
RE1,DEMTRAEVC,2063,0.0058
RE1,DEMTRAEVC,2064,0.0061
RE1,DEMTRAEVC,2065,0.0064
RE1,DEMTRAEVC,2066,0.0066
RE1,DEMTRAEVC,2067,0.0069
RE1,DEMTRAEVC,2068,0.0072
RE1,DEMTRAEVC,2069,0.0075
RE1,DEMTRAEVC,2070,0.0165
RE1,DEMTRAMCYELC,2021,0.0005
RE1,DEMTRAMCYELC,2022,0.0009
RE1,DEMTRAMCYELC,2023,0.0014
RE1,DEMTRAMCYELC,2024,0.0018
RE1,DEMTRAMCYELC,2025,0.0023
RE1,DEMTRAMCYELC,2026,0.0025
RE1,DEMTRAMCYELC,2027,0.0026
RE1,DEMTRAMCYELC,2028,0.0027
RE1,DEMTRAMCYELC,2029,0.0027
RE1,DEMTRAMCYELC,2030,0.0028
RE1,DEMTRAMCYELC,2031,0.0029
RE1,DEMTRAMCYELC,2032,0.0029
RE1,DEMTRAMCYELC,2033,0.003
RE1,DEMTRAMCYELC,2034,0.003
RE1,DEMTRAMCYELC,2035,0.0032
RE1,DEMTRAMCYELC,2036,0.0034
RE1,DEMTRAMCYELC,2037,0.0035
RE1,DEMTRAMCYELC,2038,0.0036
RE1,DEMTRAMCYELC,2039,0.0037
RE1,DEMTRAMCYELC,2040,0.0035
RE1,DEMTRAMCYELC,2041,0.0033
RE1,DEMTRAMCYELC,2042,0.0038
RE1,DEMTRAMCYELC,2043,0.0036
RE1,DEMTRAMCYELC,2044,0.0025
RE1,DEMTRAMCYELC,2045,0.0023
RE1,DEMTRAMCYELC,2046,0.0018
RE1,DEMTRAMCYELC,2047,0.0008
RE1,DEMTRAMCYELC,2048,0.002
RE1,DEMTRAMCYELC,2049,0.0005
RE1,DEMTRAMCYELC,2050,0.0001
RE1,DEMTRAMCYELC,2051,0.0006
RE1,DEMTRAMCYELC,2053,0.0011
RE1,DEMTRAMCYELC,2054,0.0012
RE1,DEMTRAMCYELC,2055,0.0009
RE1,DEMTRAMCYELC,2056,0.0015
RE1,DEMTRAMCYELC,2057,0.0004
RE1,DEMTRAMCYELC,2058,0.0018
RE1,DEMTRAMCYELC,2059,0.0027
RE1,DEMTRAMCYELC,2060,0.0022
RE1,DEMTRAMCYELC,2061,0.0031
RE1,DEMTRAMCYELC,2062,0.0034
RE1,DEMTRAMCYELC,2063,0.0036
RE1,DEMTRAMCYELC,2064,0.0023
RE1,DEMTRAMCYELC,2065,0.0023
RE1,DEMTRAMCYELC,2066,0.0035
RE1,DEMTRAMCYELC,2067,0.0036
RE1,DEMTRAMCYELC,2068,0.0021
RE1,DEMTRAMCYELC,2069,0.0042
RE1,DEMTRAMCYELC,2070,0.0065
RE1,DEMTRACARELC,2031,0.0004
RE1,DEMTRACARELC,2032,0.0009
RE1,DEMTRACARELC,2033,0.0013
RE1,DEMTRACARELC,2034,0.0018
RE1,DEMTRACARELC,2035,0.0022
RE1,DEMTRACARELC,2036,0.0027
RE1,DEMTRACARELC,2037,0.0031
RE1,DEMTRACARELC,2038,0.0036
RE1,DEMTRACARELC,2039,0.0035
RE1,DEMTRACARELC,2040,0.0036
RE1,DEMTRACARELC,2041,0.003
RE1,DEMTRACARELC,2042,0.0019
RE1,DEMTRACARELC,2043,0.0016
RE1,DEMTRACARELC,2044,0.0034
RE1,DEMTRACARELC,2045,0.0018
RE1,DEMTRACARELC,2046,0.0022
RE1,DEMTRACARELC,2047,0.0018
RE1,DEMTRACARELC,2048,0.0006
RE1,DEMTRACARELC,2050,0.0017
RE1,DEMTRACARELC,2052,0.0019
RE1,DEMTRACARELC,2054,0.0001
RE1,DEMTRACARELC,2055,0.0007
RE1,DEMTRACARELC,2056,0.0004
RE1,DEMTRACARELC,2057,0.002
RE1,DEMTRACARELC,2058,0.002
RE1,DEMTRACARELC,2059,0.0014
RE1,DEMTRACARELC,2060,0.0023
RE1,DEMTRACARELC,2061,0.0016
RE1,DEMTRACARELC,2062,0.0015
RE1,DEMTRACARELC,2063,0.0016
RE1,DEMTRACARELC,2064,0.0032
RE1,DEMTRACARELC,2065,0.0034
RE1,DEMTRACARELC,2066,0.0025
RE1,DEMTRACARELC,2067,0.0027
RE1,DEMTRACARELC,2068,0.0045
RE1,DEMTRACARELC,2069,0.0026
RE1,DEMTRACARELC,2070,0.0065
RE1,DEMTRABUSELC,2036,0.0
RE1,DEMTRABUSELC,2037,0.0003
RE1,DEMTRABUSELC,2038,0.0028
RE1,DEMTRABUSELC,2039,0.0028
RE1,DEMTRABUSELC,2040,0.0025
RE1,DEMTRABUSELC,2041,0.0028
RE1,DEMTRABUSELC,2042,0.0028
RE1,DEMTRABUSELC,2043,0.0028
RE1,DEMTRABUSELC,2044,0.0014
RE1,DEMTRABUSELC,2045,0.0024
RE1,DEMTRABUSELC,2046,0.0014
RE1,DEMTRABUSELC,2047,0.0014
RE1,DEMTRABUSELC,2051,0.0014
RE1,DEMTRABUSELC,2052,0.0003
RE1,DEMTRABUSELC,2053,0.0014
RE1,DEMTRABUSELC,2054,0.0014
RE1,DEMTRABUSELC,2055,0.0014
RE1,DEMTRABUSELC,2056,0.0014
RE1,DEMTRABUSELC,2057,0.0011
RE1,DEMTRABUSELC,2070,0.0019
RE1,DEMTRAMCYGSL,2015,0.0015
RE1,DEMTRAMCYGSL,2016,0.0016
RE1,DEMTRAMCYGSL,2017,0.0017
RE1,DEMTRAMCYGSL,2018,0.0018
RE1,DEMTRAMCYGSL,2019,0.0019
RE1,DEMTRAMCYGSL,2020,0.002
RE1,DEMTRAMCYGSL,2021,0.0016
RE1,DEMTRAMCYGSL,2022,0.0012
RE1,DEMTRAMCYGSL,2023,0.0008
RE1,DEMTRAMCYGSL,2024,0.0005
RE1,DEMTRAMCYGSL,2025,0.0001
RE1,DEMTRACARGSL,2015,0.0015
RE1,DEMTRACARGSL,2016,0.0016
RE1,DEMTRACARGSL,2017,0.0017
RE1,DEMTRACARGSL,2018,0.0018
RE1,DEMTRACARGSL,2019,0.0019
RE1,DEMTRACARGSL,2020,0.002
RE1,DEMTRACARGSL,2021,0.0021
RE1,DEMTRACARGSL,2022,0.0021
RE1,DEMTRACARGSL,2023,0.0022
RE1,DEMTRACARGSL,2024,0.0023
RE1,DEMTRACARGSL,2025,0.0024
RE1,DEMTRACARGSL,2026,0.0025
RE1,DEMTRACARGSL,2027,0.0026
RE1,DEMTRACARGSL,2028,0.0027
RE1,DEMTRACARGSL,2029,0.0027
RE1,DEMTRACARGSL,2030,0.0028
RE1,DEMTRACARGSL,2031,0.0025
RE1,DEMTRACARGSL,2032,0.0021
RE1,DEMTRACARGSL,2033,0.0017
RE1,DEMTRACARGSL,2034,0.0013
RE1,DEMTRACARGSL,2035,0.001
RE1,DEMTRACARGSL,2036,0.0007
RE1,DEMTRACARGSL,2037,0.0003
RE1,DEMTRABUSGSL,2015,0.0012
RE1,DEMTRABUSGSL,2016,0.0013
RE1,DEMTRABUSGSL,2017,0.0014
RE1,DEMTRABUSGSL,2018,0.0015
RE1,DEMTRABUSGSL,2019,0.0015
RE1,DEMTRABUSGSL,2020,0.0016
RE1,DEMTRABUSGSL,2021,0.0017
RE1,DEMTRABUSGSL,2022,0.0017
RE1,DEMTRABUSGSL,2023,0.0018
RE1,DEMTRABUSGSL,2024,0.0019
RE1,DEMTRABUSGSL,2025,0.002
RE1,DEMTRABUSGSL,2026,0.002
RE1,DEMTRABUSGSL,2027,0.0021
RE1,DEMTRABUSGSL,2028,0.0022
RE1,DEMTRABUSGSL,2029,0.0022
RE1,DEMTRABUSGSL,2030,0.0023
RE1,DEMTRABUSGSL,2031,0.0024
RE1,DEMTRABUSGSL,2032,0.0024
RE1,DEMTRABUSGSL,2033,0.0024
RE1,DEMTRABUSGSL,2034,0.0025
RE1,DEMTRABUSGSL,2035,0.0027
RE1,DEMTRABUSGSL,2036,0.0027
RE1,DEMTRABUSGSL,2037,0.0025
RE1,DEMTRABUSGSL,2038,0.0001
RE1,DEMINDELC,2015,0.0014
RE1,DEMINDELC,2016,0.0014
RE1,DEMINDELC,2017,0.0015
RE1,DEMINDELC,2018,0.0015
RE1,DEMINDELC,2019,0.0015
RE1,DEMINDELC,2020,0.0014
RE1,DEMINDELC,2021,0.0013
RE1,DEMINDELC,2022,0.0016
RE1,DEMINDELC,2023,0.0017
RE1,DEMINDELC,2024,0.0004
RE1,DEMINDELC,2025,0.0005
RE1,DEMINDELC,2026,0.0005
RE1,DEMINDELC,2027,0.0005
RE1,DEMINDELC,2028,0.0006
RE1,DEMINDELC,2029,0.0004
RE1,DEMINDELC,2030,0.0004
RE1,DEMINDELC,2031,0.0005
RE1,DEMINDELC,2032,0.0005
RE1,DEMINDELC,2033,0.0005
RE1,DEMINDELC,2034,0.0006
RE1,DEMINDELC,2035,0.0006
RE1,DEMINDELC,2036,0.0
RE1,DEMINDELC,2037,0.0
RE1,INDENEFFDP,2024,0.0011
RE1,INDENEFFDP,2025,0.0011
RE1,INDENEFFDP,2026,0.0012
RE1,INDENEFFDP,2027,0.0013
RE1,INDENEFFDP,2028,0.0014
RE1,INDENEFFDP,2029,0.0017
RE1,INDENEFFDP,2030,0.0018
RE1,INDENEFFDP,2031,0.0021
RE1,INDENEFFDP,2032,0.0022
RE1,INDENEFFDP,2033,0.0023
RE1,INDENEFFDP,2034,0.0025
RE1,INDENEFFDP,2035,0.0028
RE1,INDENEFFDP,2036,0.0035
RE1,INDENEFFDP,2037,0.0038
RE1,INDENEFFDP,2038,0.0041
RE1,INDENEFFDP,2039,0.0045
RE1,INDENEFFDP,2040,0.005
RE1,INDENEFFDP,2041,0.0053
RE1,INDENEFFDP,2042,0.0056
RE1,INDENEFFDP,2043,0.006
RE1,INDENEFFDP,2044,0.0063
RE1,INDENEFFDP,2045,0.0067
RE1,INDENEFFDP,2046,0.0071
RE1,INDENEFFDP,2047,0.0075
RE1,INDENEFFDP,2048,0.008
RE1,INDENEFFDP,2049,0.0084
RE1,INDENEFFDP,2050,0.0089
RE1,INDENEFFDP,2051,0.0092
RE1,INDENEFFDP,2052,0.0096
RE1,INDENEFFDP,2053,0.0099
RE1,INDENEFFDP,2054,0.0102
RE1,INDENEFFDP,2055,0.0106
RE1,INDENEFFDP,2056,0.011
RE1,INDENEFFDP,2057,0.0113
RE1,INDENEFFDP,2058,0.0117
RE1,INDENEFFDP,2059,0.0121
RE1,INDENEFFDP,2060,0.0125
RE1,INDENEFFDP,2061,0.0128
RE1,INDENEFFDP,2062,0.0131
RE1,INDENEFFDP,2063,0.0135
RE1,INDENEFFDP,2064,0.0138
RE1,INDENEFFDP,2065,0.0141
RE1,INDENEFFDP,2066,0.0144
RE1,INDENEFFDP,2067,0.0148
RE1,INDENEFFDP,2068,0.0151
RE1,INDENEFFDP,2069,0.0155
RE1,INDENEFFDP,2070,0.0159
RE1,DEMINDHEEH,2021,0.0
RE1,DEMINDHEEH,2024,0.0
RE1,DEMINDHEEH,2049,0.0016
RE1,DEMINDHEEH,2050,0.0021
RE1,DEMINDHEEH,2051,0.0021
RE1,DEMINDHEEH,2052,0.0021
RE1,DEMINDHEEH,2053,0.0022
RE1,DEMINDHEEH,2054,0.0022
RE1,DEMINDHEEH,2055,0.0023
RE1,DEMINDHEEH,2056,0.0023
RE1,DEMINDHEEH,2057,0.0023
RE1,DEMINDHEEH,2058,0.0024
RE1,DEMINDHEEH,2059,0.0024
RE1,DEMINDHEEH,2060,0.0024
RE1,DEMINDHEEH,2061,0.0025
RE1,DEMINDHEEH,2062,0.0025
RE1,DEMINDHEEH,2063,0.0025
RE1,DEMINDHEEH,2064,0.0026
RE1,DEMINDHEEH,2065,0.0026
RE1,DEMINDHEEH,2066,0.0026
RE1,DEMINDHEEH,2067,0.0027
RE1,DEMINDHEEH,2068,0.0027
RE1,DEMINDHEEH,2069,0.0027
RE1,DEMINDHEEH,2070,0.0028
RE1,DEMINDHEEL,2049,0.0006
RE1,DEMINDHEEL,2050,0.0014
RE1,DEMINDHEEL,2051,0.0014
RE1,DEMINDHEEL,2052,0.0014
RE1,DEMINDHEEL,2053,0.0014
RE1,DEMINDHEEL,2054,0.0013
RE1,DEMINDHEEL,2055,0.0013
RE1,DEMINDHEEL,2056,0.0013
RE1,DEMINDHEEL,2057,0.0013
RE1,DEMINDHEEL,2058,0.0013
RE1,DEMINDHEEL,2059,0.0013
RE1,DEMINDHEEL,2060,0.0013
RE1,DEMINDHEEL,2061,0.0013
RE1,DEMINDHEEL,2062,0.0012
RE1,DEMINDHEEL,2063,0.0012
RE1,DEMINDHEEL,2064,0.0012
RE1,DEMINDHEEL,2065,0.0012
RE1,DEMINDHEEL,2066,0.0012
RE1,DEMINDHEEL,2067,0.0012
RE1,DEMINDHEEL,2068,0.0012
RE1,DEMINDHEEL,2069,0.0012
RE1,DEMINDHEEL,2070,0.0011
RE1,DEMINDHECOA,2015,0.0007
RE1,DEMINDHECOA,2016,0.0007
RE1,DEMINDHECOA,2017,0.0007
RE1,DEMINDHECOA,2018,0.0008
RE1,DEMINDHECOA,2019,0.0008
RE1,DEMINDHECOA,2020,0.0009
RE1,DEMINDHECOA,2021,0.0009
RE1,DEMINDHECOA,2022,0.0009
RE1,DEMINDHECOA,2023,0.0009
RE1,DEMINDHECOA,2024,0.0009
RE1,DEMINDHECOA,2025,0.001
RE1,DEMINDHECOA,2026,0.0011
RE1,DEMINDHECOA,2027,0.0008
RE1,DEMINDHECOA,2028,0.0008
RE1,DEMINDHECOA,2029,0.0008
RE1,DEMINDHECOA,2030,0.0008
RE1,DEMINDHECOA,2031,0.0008
RE1,DEMINDHECOA,2032,0.0008
RE1,DEMINDHECOA,2033,0.0007
RE1,DEMINDHECOA,2034,0.001
RE1,DEMINDHECOA,2035,0.0014
RE1,DEMINDHECOA,2036,0.0014
RE1,DEMINDHECOA,2037,0.0015
RE1,DEMINDHECOA,2042,0.0003
RE1,DEMINDHECOA,2043,0.0015
RE1,DEMINDHECOA,2044,0.0016
RE1,DEMINDHECOA,2045,0.0015
RE1,DEMINDHECOA,2046,0.0014
RE1,DEMINDHECOA,2047,0.0012
RE1,DEMINDHECOA,2048,0.0009
RE1,DEMINDHECOA,2049,0.0005
RE1,DEMINDHEOIL,2022,0.0001
RE1,DEMINDHEOIL,2023,0.0001
RE1,DEMINDHEOIL,2024,0.0001
RE1,DEMINDHEOIL,2025,0.0001
RE1,DEMINDHEOIL,2027,0.0003
RE1,DEMINDHEOIL,2028,0.0003
RE1,DEMINDHEOIL,2029,0.0004
RE1,DEMINDHEOIL,2030,0.0004
RE1,DEMINDHEOIL,2031,0.0005
RE1,DEMINDHEOIL,2032,0.0005
RE1,DEMINDHEOIL,2033,0.0006
RE1,DEMINDHEOIL,2034,0.0003
RE1,DEMINDHEOIL,2038,0.0015
RE1,DEMINDHEOIL,2039,0.0016
RE1,DEMINDHEOIL,2040,0.0016
RE1,DEMINDHEOIL,2041,0.0017
RE1,DEMINDHEOIL,2042,0.0014
RE1,DEMINDHEOIL,2043,0.0003
RE1,DEMINDHEOIL,2044,0.0002
RE1,DEMINDHEOIL,2045,0.0004
RE1,DEMINDHEOIL,2046,0.0005
RE1,DEMINDHEOIL,2047,0.0008
RE1,DEMINDHEOIL,2048,0.0011
RE1,DEMINDHEBIO,2015,0.0001
RE1,DEMINDHEBIO,2016,0.0001
RE1,DEMINDHEBIO,2017,0.0004
RE1,DEMINDHEBIO,2018,0.0008
RE1,DEMINDHEBIO,2019,0.0011
RE1,DEMINDHEBIO,2020,0.0014
RE1,DEMINDHEBIO,2021,0.0014
RE1,DEMINDHEBIO,2022,0.0014
RE1,DEMINDHEBIO,2023,0.0014
RE1,DEMINDHEBIO,2024,0.0015
RE1,DEMINDHEBIO,2025,0.0015
RE1,DEMINDHEBIO,2026,0.0015
RE1,DEMINDHEBIO,2027,0.0015
RE1,DEMINDHEBIO,2028,0.0015
RE1,DEMINDHEBIO,2029,0.0015
RE1,DEMINDHEBIO,2030,0.0016
RE1,DEMINDHEBIO,2031,0.0015
RE1,DEMINDHEBIO,2032,0.0015
RE1,DEMINDHEBIO,2033,0.0015
RE1,DEMINDHEBIO,2034,0.0015
RE1,DEMINDHEBIO,2035,0.0015
RE1,DEMINDHEBIO,2036,0.0015
RE1,DEMINDHEBIO,2037,0.0015
RE1,DEMINDHEBIO,2038,0.0015
RE1,DEMINDHEBIO,2039,0.0015
RE1,DEMINDHEBIO,2040,0.0015
RE1,DEMINDHEBIO,2041,0.0015
RE1,DEMINDHEBIO,2042,0.0015
RE1,DEMINDHEBIO,2043,0.0015
RE1,DEMINDHEBIO,2044,0.0015
RE1,DEMINDHEBIO,2045,0.0015
RE1,DEMINDHEBIO,2046,0.0014
RE1,DEMINDHEBIO,2047,0.0014
RE1,DEMINDHEBIO,2048,0.0014
RE1,DEMINDHEBIO,2049,0.0008
RE1,DEMRESCKNELC,2021,0.0002
RE1,DEMRESCKNELC,2022,0.0003
RE1,DEMRESCKNELC,2023,0.0002
RE1,DEMRESCKNELC,2025,0.0001
RE1,DEMRESCKNELC,2026,0.0001
RE1,DEMRESCKNELC,2027,0.0001
RE1,DEMRESCKNELC,2028,0.0001
RE1,DEMRESCKNELC,2029,0.001
RE1,DEMRESCKNELC,2030,0.0019
RE1,DEMRESCKNELC,2031,0.0016
RE1,DEMRESCKNELC,2032,0.0013
RE1,DEMRESCKNELC,2033,0.0012
RE1,DEMRESCKNELC,2034,0.0007
RE1,DEMRESCKNELC,2035,0.001
RE1,DEMRESCKNELC,2036,0.0011
RE1,DEMRESCKNELC,2037,0.0004
RE1,DEMRESCKNELC,2045,0.0004
RE1,DEMRESCKNELC,2046,0.0014
RE1,DEMRESCKNELC,2047,0.0031
RE1,DEMRESCKNELC,2048,0.0049
RE1,DEMRESCKNELC,2049,0.0052
RE1,DEMRESCKNELC,2050,0.0052
RE1,DEMRESCKNELC,2051,0.0051
RE1,DEMRESCKNELC,2052,0.0051
RE1,DEMRESCKNELC,2053,0.005
RE1,DEMRESCKNELC,2054,0.005
RE1,DEMRESCKNELC,2055,0.0049
RE1,DEMRESCKNELC,2056,0.0049
RE1,DEMRESCKNELC,2057,0.0048
RE1,DEMRESCKNELC,2058,0.0048
RE1,DEMRESCKNELC,2059,0.0048
RE1,DEMRESCKNELC,2060,0.0047
RE1,DEMRESCKNELC,2061,0.0047
RE1,DEMRESCKNELC,2062,0.0046
RE1,DEMRESCKNELC,2063,0.0046
RE1,DEMRESCKNELC,2064,0.0045
RE1,DEMRESCKNELC,2065,0.0045
RE1,DEMRESCKNELC,2066,0.0045
RE1,DEMRESCKNELC,2067,0.0044
RE1,DEMRESCKNELC,2068,0.0044
RE1,DEMRESCKNELC,2069,0.0043
RE1,DEMRESCKNELC,2070,0.0043
RE1,DEMRESCKNOIL,2022,0.0001
RE1,DEMRESCKNOIL,2023,0.0004
