r,t,f,y,ProductionByTechnologyAnnual
RE1,DEMTRAMCYELC,TRAMCY,2038,35.8912
RE1,DEMTRAMCYELC,TRAMCY,2039,37.0946
RE1,DEMTRAMCYELC,TRAMCY,2040,35.3973
RE1,DEMTRAMCYELC,TRAMCY,2041,32.9988
RE1,DEMTRAMCYELC,TRAMCY,2042,38.3184
RE1,DEMTRAMCYELC,TRAMCY,2043,35.8769
RE1,DEMTRAMCYELC,TRAMCY,2044,25.0139
RE1,DEMTRAMCYELC,TRAMCY,2045,23.3164
RE1,DEMTRAMCYELC,TRAMCY,2046,17.8086
RE1,DEMTRAMCYELC,TRAMCY,2047,8.2591
RE1,DEMTRAMCYELC,TRAMCY,2048,19.9222
RE1,DEMTRAMCYELC,TRAMCY,2049,4.7585
RE1,DEMTRAMCYELC,TRAMCY,2050,0.5265
RE1,DEMTRAMCYELC,TRAMCY,2051,5.7639
RE1,DEMTRAMCYELC,TRAMCY,2053,10.8382
RE1,DEMTRAMCYELC,TRAMCY,2054,12.4298
RE1,DEMTRAMCYELC,TRAMCY,2055,9.4399
RE1,DEMTRAMCYELC,TRAMCY,2056,15.2858
RE1,DEMTRAMCYELC,TRAMCY,2057,4.4117
RE1,DEMTRAMCYELC,TRAMCY,2058,18.4925
RE1,DEMTRAMCYELC,TRAMCY,2059,27.1847
RE1,DEMTRAMCYELC,TRAMCY,2060,21.5399
RE1,DEMTRAMCYELC,TRAMCY,2061,30.9798
RE1,DEMTRAMCYELC,TRAMCY,2062,34.4603
RE1,DEMTRAMCYELC,TRAMCY,2063,36.139
RE1,DEMTRAMCYELC,TRAMCY,2064,22.7617
RE1,DEMTRAMCYELC,TRAMCY,2065,23.0918
RE1,DEMTRAMCYELC,TRAMCY,2066,34.6881
RE1,DEMTRAMCYELC,TRAMCY,2067,35.6147
RE1,DEMTRAMCYELC,TRAMCY,2068,20.6293
RE1,DEMTRAMCYELC,TRAMCY,2069,41.6196
RE1,DEMTRAMCYELC,TRAMCY,2070,64.7438
RE1,DEMTRAMCYGSL,TRAMCY,2015,15.2603
RE1,DEMTRAMCYGSL,TRAMCY,2016,16.0773
RE1,DEMTRAMCYGSL,TRAMCY,2017,16.9381
RE1,DEMTRAMCYGSL,TRAMCY,2018,17.845
RE1,DEMTRAMCYGSL,TRAMCY,2019,18.8005
RE1,DEMTRAMCYGSL,TRAMCY,2020,19.8071
RE1,DEMTRAMCYGSL,TRAMCY,2021,15.9358
RE1,DEMTRAMCYGSL,TRAMCY,2022,12.0877
RE1,DEMTRAMCYGSL,TRAMCY,2023,8.3766
RE1,DEMTRAMCYGSL,TRAMCY,2024,4.553
RE1,DEMTRAMCYGSL,TRAMCY,2025,0.6933
RE1,IMPCOA,COA,2015,8.1033
RE1,IMPCOA,COA,2016,8.5372
RE1,IMPCOA,COA,2017,8.9943
RE1,IMPCOA,COA,2018,9.4759
RE1,IMPCOA,COA,2019,9.9832
RE1,IMPCOA,COA,2020,10.5178
RE1,IMPCOA,COA,2021,10.5572
RE1,IMPCOA,COA,2022,10.5812
RE1,IMPCOA,COA,2023,10.589
RE1,IMPCOA,COA,2024,10.58
RE1,IMPCOA,COA,2025,11.9801
RE1,IMPCOA,COA,2026,15.5625
RE1,IMPCOA,COA,2027,10.4221
RE1,IMPCOA,COA,2028,10.3268
RE1,IMPCOA,COA,2029,10.2102
RE1,IMPCOA,COA,2030,10.0712
RE1,IMPCOA,COA,2031,9.7147
RE1,IMPCOA,COA,2032,9.3574
RE1,IMPCOA,COA,2033,8.9958
RE1,IMPCOA,COA,2034,12.5969
RE1,IMPCOA,COA,2035,18.9514
RE1,IMPCOA,COA,2036,22.7873
RE1,IMPCOA,COA,2037,26.2357
RE1,IMPCOA,COA,2038,29.2313
RE1,IMPCOA,COA,2039,29.7832
RE1,IMPCOA,COA,2040,27.2949
RE1,IMPCOA,COA,2041,24.7229
RE1,IMPCOA,COA,2042,22.1188
RE1,IMPCOA,COA,2043,19.4816
RE1,IMPCOA,COA,2044,19.4801
RE1,IMPCOA,COA,2045,18.6959
RE1,IMPCOA,COA,2046,16.9073
RE1,IMPCOA,COA,2047,14.2344
RE1,IMPCOA,COA,2048,10.5898
RE1,IMPCOA,COA,2049,5.879
RE1,IMPLFO,LFO,2015,202.5455
RE1,IMPLFO,LFO,2016,213.3901
RE1,IMPLFO,LFO,2017,224.8153
RE1,IMPLFO,LFO,2018,236.8523
RE1,IMPLFO,LFO,2019,249.5338
RE1,IMPLFO,LFO,2020,262.8942
RE1,IMPLFO,LFO,2021,249.8237
RE1,IMPLFO,LFO,2022,239.4345
RE1,IMPLFO,LFO,2023,233.8688
RE1,IMPLFO,LFO,2024,230.0492
RE1,IMPLFO,LFO,2025,220.4302
RE1,IMPLFO,LFO,2026,228.8534
RE1,IMPLFO,LFO,2027,246.2921
RE1,IMPLFO,LFO,2028,258.1209
RE1,IMPLFO,LFO,2029,255.2071
RE1,IMPLFO,LFO,2030,251.7321
RE1,IMPLFO,LFO,2031,242.8217
RE1,IMPLFO,LFO,2032,233.8898
RE1,IMPLFO,LFO,2033,224.853
RE1,IMPLFO,LFO,2034,215.6385
RE1,IMPLFO,LFO,2035,215.5482
RE1,IMPLFO,LFO,2036,208.0249
RE1,IMPLFO,LFO,2037,199.7033
RE1,IMPLFO,LFO,2038,190.5494
RE1,IMPLFO,LFO,2039,162.0054
RE1,IMPLFO,LFO,2040,108.9336
RE1,IMPLFO,LFO,2041,68.4483
RE1,IMPLFO,LFO,2042,32.0278
RE1,IMPOIL,OIL,2039,20.5793
RE1,IMPOIL,OIL,2040,67.4031
RE1,IMPOIL,OIL,2041,97.917
RE1,IMPOIL,OIL,2042,123.0221
RE1,IMPOIL,OIL,2043,142.3274
RE1,IMPOIL,OIL,2044,125.098
RE1,IMPOIL,OIL,2045,106.8903
RE1,IMPOIL,OIL,2046,87.2979
RE1,IMPOIL,OIL,2047,66.8537
RE1,IMPOIL,OIL,2048,45.5166
RE1,IMPOIL,OIL,2049,23.2458
RE1,INDENEFFDP,INDELC,2024,13.808
RE1,INDENEFFDP,INDELC,2025,13.808
RE1,INDENEFFDP,INDELC,2026,15.8788
RE1,INDENEFFDP,INDELC,2027,17.0158
RE1,INDENEFFDP,INDELC,2028,18.2322
RE1,INDENEFFDP,INDELC,2029,21.5639
RE1,INDENEFFDP,INDELC,2030,23.1011
RE1,INDENEFFDP,INDELC,2031,26.9836
RE1,INDENEFFDP,INDELC,2032,28.6626
RE1,INDENEFFDP,INDELC,2033,30.4817
RE1,INDENEFFDP,INDELC,2034,32.4494
RE1,INDENEFFDP,INDELC,2035,36.1463
RE1,INDENEFFDP,INDELC,2036,45.6358
RE1,INDENEFFDP,INDELC,2037,49.2914
RE1,INDENEFFDP,INDELC,2038,53.7226
RE1,INDENEFFDP,INDELC,2039,58.0084
RE1,INDENEFFDP,INDELC,2040,64.5858
RE1,INDENEFFDP,INDELC,2041,68.6548
RE1,INDENEFFDP,INDELC,2042,72.9709
RE1,INDENEFFDP,INDELC,2043,77.5493
RE1,INDENEFFDP,INDELC,2044,82.4066
RE1,INDENEFFDP,INDELC,2045,87.56
RE1,INDENEFFDP,INDELC,2046,92.6311
RE1,INDENEFFDP,INDELC,2047,98.0148
RE1,INDENEFFDP,INDELC,2048,103.7296
RE1,INDENEFFDP,INDELC,2049,109.7949
RE1,INDENEFFDP,INDELC,2050,116.2315
RE1,INDENEFFDP,INDELC,2051,120.23
RE1,INDENEFFDP,INDELC,2052,124.3657
RE1,INDENEFFDP,INDELC,2053,128.6433
RE1,INDENEFFDP,INDELC,2054,133.0675
RE1,INDENEFFDP,INDELC,2055,137.6435
RE1,INDENEFFDP,INDELC,2056,142.3764
RE1,INDENEFFDP,INDELC,2057,147.2715
RE1,INDENEFFDP,INDELC,2058,152.3347
RE1,INDENEFFDP,INDELC,2059,157.5715
RE1,INDENEFFDP,INDELC,2060,162.9882
RE1,INDENEFFDP,INDELC,2061,166.8674
RE1,INDENEFFDP,INDELC,2062,170.8388
RE1,INDENEFFDP,INDELC,2063,174.9048
RE1,INDENEFFDP,INDELC,2064,179.0679
RE1,INDENEFFDP,INDELC,2065,183.3303
RE1,INDENEFFDP,INDELC,2066,187.6946
RE1,INDENEFFDP,INDELC,2067,192.1634
RE1,INDENEFFDP,INDELC,2068,196.7392
RE1,INDENEFFDP,INDELC,2069,201.4247
RE1,INDENEFFDP,INDELC,2070,206.2227
RE1,MINBIO,BIO,2015,27.6641
RE1,MINBIO,BIO,2016,27.7044
RE1,MINBIO,BIO,2017,103.4348
RE1,MINBIO,BIO,2018,179.1675
RE1,MINBIO,BIO,2019,254.9026
RE1,MINBIO,BIO,2020,330.6402
RE1,MINBIO,BIO,2021,323.688
RE1,MINBIO,BIO,2022,316.4172
RE1,MINBIO,BIO,2023,308.8381
RE1,MINBIO,BIO,2024,300.9602
RE1,MINBIO,BIO,2025,292.7908
RE1,MINBIO,BIO,2026,284.0511
RE1,MINBIO,BIO,2027,275.0602
RE1,MINBIO,BIO,2028,265.8217
RE1,MINBIO,BIO,2029,256.3382
RE1,MINBIO,BIO,2030,246.6115
RE1,MINBIO,BIO,2031,230.0319
RE1,MINBIO,BIO,2032,214.2591
RE1,MINBIO,BIO,2033,199.1849
RE1,MINBIO,BIO,2034,184.7207
RE1,MINBIO,BIO,2035,178.5531
RE1,MINBIO,BIO,2036,166.6381
RE1,MINBIO,BIO,2037,154.6972
RE1,MINBIO,BIO,2038,142.7399
RE1,MINBIO,BIO,2039,130.7744
RE1,MINBIO,BIO,2040,118.8073
RE1,MINBIO,BIO,2041,106.4096
RE1,MINBIO,BIO,2042,94.1174
RE1,MINBIO,BIO,2043,81.9355
RE1,MINBIO,BIO,2044,69.8678
RE1,MINBIO,BIO,2045,57.9175
RE1,MINBIO,BIO,2046,45.8905
RE1,MINBIO,BIO,2047,34.0953
RE1,MINBIO,BIO,2048,22.5212
RE1,MINBIO,BIO,2049,11.1589
RE1,MINHYD,HYD,2015,5.2871
RE1,MINHYD,HYD,2016,5.0434
RE1,MINHYD,HYD,2017,5.9525
RE1,MINHYD,HYD,2018,4.75
RE1,MINHYD,HYD,2019,4.1785
RE1,MINHYD,HYD,2020,3.0091
RE1,MINHYD,HYD,2021,10.5186
RE1,MINHYD,HYD,2022,13.4122
RE1,MINHYD,HYD,2023,13.4122
RE1,MINHYD,HYD,2024,13.4122
RE1,MINHYD,HYD,2025,13.4122
RE1,MINHYD,HYD,2026,13.4122
RE1,MINHYD,HYD,2027,13.4122
RE1,MINHYD,HYD,2028,13.4122
RE1,MINHYD,HYD,2029,13.4122
RE1,MINHYD,HYD,2030,13.4122
RE1,MINHYD,HYD,2031,13.4122
RE1,MINHYD,HYD,2032,13.4122
RE1,MINHYD,HYD,2033,13.4122
RE1,MINHYD,HYD,2034,13.4122
RE1,MINHYD,HYD,2035,13.4122
RE1,MINHYD,HYD,2036,13.4122
RE1,MINHYD,HYD,2037,13.4122
RE1,MINHYD,HYD,2038,13.4122
RE1,MINHYD,HYD,2039,13.4122
RE1,MINHYD,HYD,2040,13.4122
RE1,MINHYD,HYD,2041,13.4122
RE1,MINHYD,HYD,2042,13.4122
RE1,MINHYD,HYD,2043,13.4122
RE1,MINHYD,HYD,2044,13.4122
RE1,MINHYD,HYD,2045,13.4122
RE1,MINHYD,HYD,2046,13.4122
RE1,MINHYD,HYD,2047,13.4122
RE1,MINHYD,HYD,2048,13.4122
RE1,MINHYD,HYD,2049,13.4122
RE1,MINHYD,HYD,2050,13.4122
RE1,MINHYD,HYD,2051,13.4122
RE1,MINHYD,HYD,2052,13.4122
RE1,MINHYD,HYD,2053,13.4122
RE1,MINHYD,HYD,2054,13.4122
RE1,MINHYD,HYD,2055,13.4122
RE1,MINHYD,HYD,2056,13.4122
RE1,MINHYD,HYD,2057,13.4122
RE1,MINHYD,HYD,2058,13.4122
RE1,MINHYD,HYD,2059,13.4122
RE1,MINHYD,HYD,2060,13.4122
RE1,MINHYD,HYD,2061,13.4122
RE1,MINHYD,HYD,2062,13.4122
RE1,MINHYD,HYD,2063,13.4122
RE1,MINHYD,HYD,2064,13.4122
RE1,MINHYD,HYD,2065,13.4122
RE1,MINHYD,HYD,2066,13.4122
RE1,MINHYD,HYD,2067,13.4122
RE1,MINHYD,HYD,2068,13.4122
RE1,MINHYD,HYD,2069,13.4122
RE1,MINHYD,HYD,2070,13.4122
RE1,MINNGS,NGS,2022,15.9998
RE1,MINNGS,NGS,2023,28.3495
RE1,MINNGS,NGS,2024,28.3495
RE1,MINNGS,NGS,2025,27.912
RE1,MINNGS,NGS,2026,27.4341
RE1,MINNGS,NGS,2027,25.9172
RE1,MINNGS,NGS,2028,26.0222
RE1,MINNGS,NGS,2029,24.8394
RE1,MINNGS,NGS,2030,23.5813
RE1,MINNGS,NGS,2031,21.9983
RE1,MINNGS,NGS,2032,20.44
RE1,MINNGS,NGS,2033,18.9036
RE1,MINNGS,NGS,2034,17.4212
RE1,MINNGS,NGS,2035,15.9642
RE1,MINNGS,NGS,2036,14.5354
RE1,MINNGS,NGS,2037,13.1383
RE1,MINNGS,NGS,2038,11.7765
RE1,MINNGS,NGS,2039,10.125
RE1,MINNGS,NGS,2040,9.8959
RE1,MINNGS,NGS,2041,9.5493
RE1,MINNGS,NGS,2042,9.0788
RE1,MINNGS,NGS,2043,8.4778
RE1,MINNGS,NGS,2044,7.7395
RE1,MINNGS,NGS,2045,6.8567
RE1,MINNGS,NGS,2046,5.8218
RE1,MINNGS,NGS,2047,4.6272
RE1,MINNGS,NGS,2048,3.2644
RE1,MINNGS,NGS,2049,1.6955
RE1,MINSOL,SOL,2015,0.172
RE1,MINSOL,SOL,2017,0.1736
RE1,MINSOL,SOL,2021,0.5019
RE1,MINSOL,SOL,2022,0.5019
RE1,MINSOL,SOL,2023,0.6485
RE1,MINSOL,SOL,2024,1.9903
RE1,MINSOL,SOL,2025,6.8632
RE1,MINSOL,SOL,2026,7.3974
RE1,MINSOL,SOL,2027,7.7826
RE1,MINSOL,SOL,2028,8.19
RE1,MINSOL,SOL,2029,8.621
RE1,MINSOL,SOL,2030,20.5962
RE1,MINSOL,SOL,2031,27.0886
RE1,MINSOL,SOL,2032,31.3039
RE1,MINSOL,SOL,2033,32.6385
RE1,MINSOL,SOL,2034,34.0812
RE1,MINSOL,SOL,2035,37.2558
RE1,MINSOL,SOL,2036,39.5151
RE1,MINSOL,SOL,2037,41.9233
RE1,MINSOL,SOL,2038,44.4915
RE1,MINSOL,SOL,2039,47.232
RE1,MINSOL,SOL,2040,50.1576
RE1,MINSOL,SOL,2041,52.6225
RE1,MINSOL,SOL,2042,55.2177
RE1,MINSOL,SOL,2043,57.951
RE1,MINSOL,SOL,2044,60.831
RE1,MINSOL,SOL,2045,63.8663
RE1,MINSOL,SOL,2046,66.7803
RE1,MINSOL,SOL,2047,69.8601
RE1,MINSOL,SOL,2048,73.1149
RE1,MINSOL,SOL,2049,76.5541
RE1,MINSOL,SOL,2050,103.7307
RE1,MINSOL,SOL,2051,106.4543
RE1,MINSOL,SOL,2052,109.2574
RE1,MINSOL,SOL,2053,112.1425
RE1,MINSOL,SOL,2054,115.1121
RE1,MINSOL,SOL,2055,118.1687
RE1,MINSOL,SOL,2056,121.3153
RE1,MINSOL,SOL,2057,124.5547
RE1,MINSOL,SOL,2058,127.8898
RE1,MINSOL,SOL,2059,131.3237
RE1,MINSOL,SOL,2060,134.8597
RE1,MINSOL,SOL,2061,137.4737
RE1,MINSOL,SOL,2062,140.1419
RE1,MINSOL,SOL,2063,142.866
RE1,MINSOL,SOL,2064,145.647
RE1,MINSOL,SOL,2065,148.4864
RE1,MINSOL,SOL,2066,151.3856
RE1,MINSOL,SOL,2067,154.3459
RE1,MINSOL,SOL,2068,157.3687
RE1,MINSOL,SOL,2069,160.4557
RE1,MINSOL,SOL,2070,210.2947
RE1,MINWND,WND,2024,0.0241
RE1,MINWND,WND,2025,0.0241
RE1,MINWND,WND,2026,0.2413
RE1,MINWND,WND,2027,0.2413
RE1,MINWND,WND,2028,2.3767
RE1,MINWND,WND,2029,16.7886
RE1,MINWND,WND,2030,17.2445
RE1,MINWND,WND,2031,17.5923
RE1,MINWND,WND,2032,20.5805
RE1,MINWND,WND,2033,23.1763
RE1,MINWND,WND,2034,25.3483
RE1,MINWND,WND,2035,30.5783
RE1,MINWND,WND,2036,32.4327
RE1,MINWND,WND,2037,34.4092
RE1,MINWND,WND,2038,36.5172
RE1,MINWND,WND,2039,38.7664
RE1,MINWND,WND,2040,41.1677
RE1,MINWND,WND,2041,43.1908
RE1,MINWND,WND,2042,45.3208
RE1,MINWND,WND,2043,47.5643
RE1,MINWND,WND,2044,49.928
RE1,MINWND,WND,2045,52.4193
RE1,MINWND,WND,2046,54.811
RE1,MINWND,WND,2047,57.3388
RE1,MINWND,WND,2048,60.0103
RE1,MINWND,WND,2049,62.8331
RE1,MINWND,WND,2050,85.1386
RE1,MINWND,WND,2051,87.3741
RE1,MINWND,WND,2052,89.6748
RE1,MINWND,WND,2053,92.0428
RE1,MINWND,WND,2054,94.4801
RE1,MINWND,WND,2055,96.9889
RE1,MINWND,WND,2056,99.5715
RE1,MINWND,WND,2057,102.2303
RE1,MINWND,WND,2058,104.9676
RE1,MINWND,WND,2059,107.7861
RE1,MINWND,WND,2060,110.6883
RE1,MINWND,WND,2061,112.8337
RE1,MINWND,WND,2062,115.0238
RE1,MINWND,WND,2063,117.2596
RE1,MINWND,WND,2064,119.5422
RE1,MINWND,WND,2065,121.8726
RE1,MINWND,WND,2066,124.2522
RE1,MINWND,WND,2067,126.6819
RE1,MINWND,WND,2068,129.163
RE1,MINWND,WND,2069,131.6966
RE1,MINWND,WND,2070,172.6028
RE1,PWRBIO001,COM027,2024,0.711
RE1,PWRBIO001,COM027,2025,1.3381
RE1,PWRBIO001,COM027,2026,2.286
RE1,PWRBIO001,COM027,2027,6.2724
RE1,PWRBIO001,COM027,2028,6.2724
RE1,PWRBIO001,COM027,2029,6.2724
RE1,PWRBIO001,COM027,2030,6.2724
RE1,PWRBIO001,COM027,2031,6.2724
RE1,PWRBIO001,COM027,2032,6.2724
RE1,PWRBIO001,COM027,2033,9.9466
RE1,PWRBIO001,COM027,2034,9.3195
RE1,PWRBIO001,COM027,2035,19.9526
RE1,PWRBIO001,COM027,2036,24.3245
RE1,PWRBIO001,COM027,2037,25.8069
RE1,PWRBIO001,COM027,2038,27.3879
RE1,PWRBIO001,COM027,2039,29.0749
RE1,PWRBIO001,COM027,2040,30.8758
RE1,PWRBIO001,COM027,2041,30.8397
RE1,PWRBIO001,COM027,2042,26.5743
RE1,PWRBIO001,COM027,2043,22.3481
RE1,PWRBIO001,COM027,2044,12.2405
RE1,PWRBIO001,COM027,2045,3.9514
RE1,PWRCOA001,ELC001,2026,0.9041
RE1,PWRCOA001,ELC001,2035,0.6312
RE1,PWRCOA001,ELC001,2036,1.8345
RE1,PWRCOA001,ELC001,2037,2.8882
RE1,PWRCOA001,ELC001,2038,10.8264
RE1,PWRCOA001,ELC001,2039,11.0308
RE1,PWRCOA001,ELC001,2040,10.1092
RE1,PWRCOA001,ELC001,2041,9.1566
RE1,PWRCOA001,ELC001,2042,6.6161
RE1,PWRCOA001,ELC001,2043,0.2425
RE1,PWRDIST,ELC003,2015,13.615
RE1,PWRDIST,ELC003,2016,14.072
RE1,PWRDIST,ELC003,2017,14.605
RE1,PWRDIST,ELC003,2018,15.015
RE1,PWRDIST,ELC003,2019,14.544
RE1,PWRDIST,ELC003,2020,13.532
RE1,PWRDIST,ELC003,2021,20.564
RE1,PWRDIST,ELC003,2022,30.1352
RE1,PWRDIST,ELC003,2023,35.6623
RE1,PWRDIST,ELC003,2024,37.5794
RE1,PWRDIST,ELC003,2025,45.2483
RE1,PWRDIST,ELC003,2026,47.6261
RE1,PWRDIST,ELC003,2027,50.5125
RE1,PWRDIST,ELC003,2028,53.2931
RE1,PWRDIST,ELC003,2029,64.4617
RE1,PWRDIST,ELC003,2030,65.2269
RE1,PWRDIST,ELC003,2031,65.5557
RE1,PWRDIST,ELC003,2032,66.096
RE1,PWRDIST,ELC003,2033,71.9687
RE1,PWRDIST,ELC003,2034,73.6199
RE1,PWRDIST,ELC003,2035,86.5316
RE1,PWRDIST,ELC003,2036,94.0764
RE1,PWRDIST,ELC003,2037,99.0606
RE1,PWRDIST,ELC003,2038,133.4595
RE1,PWRDIST,ELC003,2039,135.2215
RE1,PWRDIST,ELC003,2040,132.9462
RE1,PWRDIST,ELC003,2041,128.6743
RE1,PWRDIST,ELC003,2042,123.5178
RE1,PWRDIST,ELC003,2043,117.8482
RE1,PWRDIST,ELC003,2044,111.3499
RE1,PWRDIST,ELC003,2045,106.8544
RE1,PWRDIST,ELC003,2046,106.0916
RE1,PWRDIST,ELC003,2047,109.1118
RE1,PWRDIST,ELC003,2048,112.2676
RE1,PWRDIST,ELC003,2049,115.5536
RE1,PWRDIST,ELC003,2050,150.4664
RE1,PWRDIST,ELC003,2051,154.2703
RE1,PWRDIST,ELC003,2052,158.1884
RE1,PWRDIST,ELC003,2053,162.2245
RE1,PWRDIST,ELC003,2054,166.3822
RE1,PWRDIST,ELC003,2055,170.6654
RE1,PWRDIST,ELC003,2056,175.0782
RE1,PWRDIST,ELC003,2057,179.6249
RE1,PWRDIST,ELC003,2058,184.31
RE1,PWRDIST,ELC003,2059,189.1378
RE1,PWRDIST,ELC003,2060,194.1135
RE1,PWRDIST,ELC003,2061,197.853
RE1,PWRDIST,ELC003,2062,201.6735
RE1,PWRDIST,ELC003,2063,205.5772
RE1,PWRDIST,ELC003,2064,209.566
RE1,PWRDIST,ELC003,2065,213.6421
RE1,PWRDIST,ELC003,2066,217.8075
RE1,PWRDIST,ELC003,2067,222.0644
RE1,PWRDIST,ELC003,2068,226.4149
RE1,PWRDIST,ELC003,2069,230.8616
RE1,PWRDIST,ELC003,2070,299.1114
RE1,PWRHYD001,COM027,2015,3.5733
RE1,PWRHYD001,COM027,2016,3.3297
RE1,PWRHYD001,COM027,2017,4.2387
RE1,PWRHYD001,COM027,2018,3.0363
RE1,PWRHYD001,COM027,2019,2.4647
RE1,PWRHYD001,COM027,2020,1.2953
RE1,PWRHYD001,COM027,2021,5.186
RE1,PWRHYD001,COM027,2022,8.0796
RE1,PWRHYD001,COM027,2023,8.0796
RE1,PWRHYD001,COM027,2024,8.0796
RE1,PWRHYD001,COM027,2025,8.0796
RE1,PWRHYD001,COM027,2026,8.0796
RE1,PWRHYD001,COM027,2027,8.0796
RE1,PWRHYD001,COM027,2028,8.0796
RE1,PWRHYD001,COM027,2029,8.0796
RE1,PWRHYD001,COM027,2030,8.0796
RE1,PWRHYD001,COM027,2031,8.0796
RE1,PWRHYD001,COM027,2032,8.0796
RE1,PWRHYD001,COM027,2033,8.0796
RE1,PWRHYD001,COM027,2034,8.0796
RE1,PWRHYD001,COM027,2035,8.0796
RE1,PWRHYD001,COM027,2036,8.0796
RE1,PWRHYD001,COM027,2037,8.0796
RE1,PWRHYD001,COM027,2038,8.0796
RE1,PWRHYD001,COM027,2039,8.0796
RE1,PWRHYD001,COM027,2040,8.0796
RE1,PWRHYD001,COM027,2041,8.0796
RE1,PWRHYD001,COM027,2042,8.0796
RE1,PWRHYD001,COM027,2043,8.0796
RE1,PWRHYD001,COM027,2044,8.0796
RE1,PWRHYD001,COM027,2045,8.0796
RE1,PWRHYD001,COM027,2046,8.0796
RE1,PWRHYD001,COM027,2047,8.0796
RE1,PWRHYD001,COM027,2048,8.0796
RE1,PWRHYD001,COM027,2049,8.0796
RE1,PWRHYD001,COM027,2050,8.0796
RE1,PWRHYD001,COM027,2051,8.0796
RE1,PWRHYD001,COM027,2052,8.0796
RE1,PWRHYD001,COM027,2053,8.0796
RE1,PWRHYD001,COM027,2054,8.0796
RE1,PWRHYD001,COM027,2055,8.0796
RE1,PWRHYD001,COM027,2056,8.0796
RE1,PWRHYD001,COM027,2057,8.0796
RE1,PWRHYD001,COM027,2058,8.0796
RE1,PWRHYD001,COM027,2059,8.0796
RE1,PWRHYD001,COM027,2060,8.0796
RE1,PWRHYD001,COM027,2061,8.0796
RE1,PWRHYD001,COM027,2062,8.0796
RE1,PWRHYD001,COM027,2063,8.0796
RE1,PWRHYD001,COM027,2064,8.0796
RE1,PWRHYD001,COM027,2065,8.0796
RE1,PWRHYD001,COM027,2066,8.0796
RE1,PWRHYD001,COM027,2067,8.0796
RE1,PWRHYD001,COM027,2068,8.0796
RE1,PWRHYD001,COM027,2069,8.0796
RE1,PWRHYD001,COM027,2070,8.0796
RE1,PWRHYD002,ELC001,2015,1.7138
RE1,PWRHYD002,ELC001,2016,1.7138
RE1,PWRHYD002,ELC001,2017,1.7138
RE1,PWRHYD002,ELC001,2018,1.7138
RE1,PWRHYD002,ELC001,2019,1.7138
RE1,PWRHYD002,ELC001,2020,1.7138
RE1,PWRHYD002,ELC001,2021,3.0972
RE1,PWRHYD002,ELC001,2022,3.0972
RE1,PWRHYD002,ELC001,2023,3.0972
RE1,PWRHYD002,ELC001,2024,3.0972
RE1,PWRHYD002,ELC001,2025,3.0972
RE1,PWRHYD002,ELC001,2026,3.0972
RE1,PWRHYD002,ELC001,2027,3.0972
RE1,PWRHYD002,ELC001,2028,3.0972
RE1,PWRHYD002,ELC001,2029,3.0972
RE1,PWRHYD002,ELC001,2030,3.0972
RE1,PWRHYD002,ELC001,2031,3.0972
RE1,PWRHYD002,ELC001,2032,3.0972
RE1,PWRHYD002,ELC001,2033,3.0972
RE1,PWRHYD002,ELC001,2034,3.0972
RE1,PWRHYD002,ELC001,2035,3.0972
RE1,PWRHYD002,ELC001,2036,3.0972
RE1,PWRHYD002,ELC001,2037,3.0972
RE1,PWRHYD002,ELC001,2038,3.0972
RE1,PWRHYD002,ELC001,2039,3.0972
RE1,PWRHYD002,ELC001,2040,3.0972
RE1,PWRHYD002,ELC001,2041,3.0972
RE1,PWRHYD002,ELC001,2042,3.0972
RE1,PWRHYD002,ELC001,2043,3.0972
RE1,PWRHYD002,ELC001,2044,3.0972
RE1,PWRHYD002,ELC001,2045,3.0972
RE1,PWRHYD002,ELC001,2046,3.0972
RE1,PWRHYD002,ELC001,2047,3.0972
RE1,PWRHYD002,ELC001,2048,3.0972
RE1,PWRHYD002,ELC001,2049,3.0972
RE1,PWRHYD002,ELC001,2050,3.0972
RE1,PWRHYD002,ELC001,2051,3.0972
RE1,PWRHYD002,ELC001,2052,3.0972
RE1,PWRHYD002,ELC001,2053,3.0972
RE1,PWRHYD002,ELC001,2054,3.0972
RE1,PWRHYD002,ELC001,2055,3.0972
RE1,PWRHYD002,ELC001,2056,3.0972
RE1,PWRHYD002,ELC001,2057,3.0972
RE1,PWRHYD002,ELC001,2058,3.0972
RE1,PWRHYD002,ELC001,2059,3.0972
RE1,PWRHYD002,ELC001,2060,3.0972
RE1,PWRHYD002,ELC001,2061,3.0972
RE1,PWRHYD002,ELC001,2062,3.0972
RE1,PWRHYD002,ELC001,2063,3.0972
RE1,PWRHYD002,ELC001,2064,3.0972
RE1,PWRHYD002,ELC001,2065,3.0972
RE1,PWRHYD002,ELC001,2066,3.0972
RE1,PWRHYD002,ELC001,2067,3.0972
RE1,PWRHYD002,ELC001,2068,3.0972
RE1,PWRHYD002,ELC001,2069,3.0972
RE1,PWRHYD002,ELC001,2070,3.0972
RE1,PWRHYD003,ELC001,2021,2.0118
RE1,PWRHYD003,ELC001,2022,2.0118
RE1,PWRHYD003,ELC001,2023,2.0118
RE1,PWRHYD003,ELC001,2024,2.0118
RE1,PWRHYD003,ELC001,2025,2.0118
RE1,PWRHYD003,ELC001,2026,2.0118
RE1,PWRHYD003,ELC001,2027,2.0118
RE1,PWRHYD003,ELC001,2028,2.0118
