r,t,f,y,ProductionByTechnologyAnnual
RE1,PWRSOL002,ELC003,2031,0.1621
RE1,PWRSOL002,ELC003,2032,0.158
RE1,PWRSOL002,ELC003,2033,0.1531
RE1,PWRSOL002,ELC003,2034,0.1487
RE1,PWRSOL002,ELC003,2035,0.125
RE1,PWRSOL002,ELC003,2036,0.0996
RE1,PWRSOL002,ELC003,2037,0.0792
RE1,PWRSOL002,ELC003,2038,0.0733
RE1,PWRSOL002,ELC003,2039,4.4314
RE1,PWRSOL002,ELC003,2040,10.3212
RE1,PWRSOL002,ELC003,2041,13.1355
RE1,PWRSOL002,ELC003,2042,15.5803
RE1,PWRSOL002,ELC003,2043,18.1908
RE1,PWRSOL002,ELC003,2044,20.1798
RE1,PWRSOL002,ELC003,2045,20.1798
RE1,PWRSOL002,ELC003,2046,31.014
RE1,PWRSOL002,ELC003,2047,32.3367
RE1,PWRSOL002,ELC003,2048,35.4208
RE1,PWRSOL002,ELC003,2049,38.5052
RE1,PWRSOL002,ELC003,2050,38.5052
RE1,PWRSOL002,ELC003,2051,40.2964
RE1,PWRSOL002,ELC003,2052,40.2964
RE1,PWRSOL002,ELC003,2053,40.2964
RE1,PWRSOL002,ELC003,2054,40.2964
RE1,PWRSOL002,ELC003,2055,40.2964
RE1,PWRSOL002,ELC003,2056,40.2964
RE1,PWRSOL002,ELC003,2057,40.2964
RE1,PWRSOL002,ELC003,2058,40.7951
RE1,PWRSOL002,ELC003,2059,40.7951
RE1,PWRSOL002,ELC003,2060,43.7753
RE1,PWRSOL002,ELC003,2061,44.2389
RE1,PWRSOL002,ELC003,2062,44.2389
RE1,PWRSOL002,ELC003,2063,45.8535
RE1,PWRSOL002,ELC003,2064,47.5304
RE1,PWRSOL002,ELC003,2065,50.7867
RE1,PWRSOL002,ELC003,2066,48.9922
RE1,PWRSOL002,ELC003,2067,47.6493
RE1,PWRSOL002,ELC003,2068,45.6603
RE1,PWRSOL002,ELC003,2069,45.6603
RE1,PWRSOL002,ELC003,2070,34.826
RE1,PWRTRN,ELC002,2015,14.3549
RE1,PWRTRN,ELC002,2016,15.3369
RE1,PWRTRN,ELC002,2017,15.8732
RE1,PWRTRN,ELC002,2018,16.2732
RE1,PWRTRN,ELC002,2019,15.7188
RE1,PWRTRN,ELC002,2020,14.5845
RE1,PWRTRN,ELC002,2021,19.5479
RE1,PWRTRN,ELC002,2022,28.6757
RE1,PWRTRN,ELC002,2023,35.9936
RE1,PWRTRN,ELC002,2024,43.3805
RE1,PWRTRN,ELC002,2025,51.0161
RE1,PWRTRN,ELC002,2026,54.3117
RE1,PWRTRN,ELC002,2027,57.008
RE1,PWRTRN,ELC002,2028,59.8468
RE1,PWRTRN,ELC002,2029,62.8373
RE1,PWRTRN,ELC002,2030,65.9912
RE1,PWRTRN,ELC002,2031,71.3728
RE1,PWRTRN,ELC002,2032,74.0384
RE1,PWRTRN,ELC002,2033,76.9307
RE1,PWRTRN,ELC002,2034,80.0553
RE1,PWRTRN,ELC002,2035,87.2504
RE1,PWRTRN,ELC002,2036,92.2496
RE1,PWRTRN,ELC002,2037,97.5546
RE1,PWRTRN,ELC002,2038,103.1784
RE1,PWRTRN,ELC002,2039,104.5549
RE1,PWRTRN,ELC002,2040,106.7756
RE1,PWRTRN,ELC002,2041,109.5293
RE1,PWRTRN,ELC002,2042,112.6984
RE1,PWRTRN,ELC002,2043,115.9891
RE1,PWRTRN,ELC002,2044,120.2354
RE1,PWRTRN,ELC002,2045,126.7487
RE1,PWRTRN,ELC002,2046,128.5692
RE1,PWRTRN,ELC002,2047,139.8348
RE1,PWRTRN,ELC002,2048,149.5839
RE1,PWRTRN,ELC002,2049,159.7204
RE1,PWRTRN,ELC002,2050,213.4545
RE1,PWRTRN,ELC002,2051,234.3018
RE1,PWRTRN,ELC002,2052,246.1133
RE1,PWRTRN,ELC002,2053,258.0711
RE1,PWRTRN,ELC002,2054,270.1895
RE1,PWRTRN,ELC002,2055,282.474
RE1,PWRTRN,ELC002,2056,294.93
RE1,PWRTRN,ELC002,2057,307.563
RE1,PWRTRN,ELC002,2058,315.3444
RE1,PWRTRN,ELC002,2059,323.7704
RE1,PWRTRN,ELC002,2060,329.3385
RE1,PWRTRN,ELC002,2061,335.2452
RE1,PWRTRN,ELC002,2062,341.6878
RE1,PWRTRN,ELC002,2063,346.5838
RE1,PWRTRN,ELC002,2064,351.5396
RE1,PWRTRN,ELC002,2065,355.0328
RE1,PWRTRN,ELC002,2066,363.852
RE1,PWRTRN,ELC002,2067,372.0411
RE1,PWRTRN,ELC002,2068,381.0516
RE1,PWRTRN,ELC002,2069,388.1497
RE1,PWRTRN,ELC002,2070,405.5115
RE1,PWRTRNIMP,ELC001,2015,9.641
RE1,PWRTRNIMP,ELC001,2016,11.106
RE1,PWRTRNIMP,ELC001,2017,10.58
RE1,PWRTRNIMP,ELC001,2018,12.416
RE1,PWRTRNIMP,ELC001,2019,12.416
RE1,PWRTRNIMP,ELC001,2020,12.416
RE1,PWRTRNIMP,ELC001,2021,12.416
RE1,PWRTRNIMP,ELC001,2022,12.416
RE1,PWRTRNIMP,ELC001,2023,12.416
RE1,PWRTRNIMP,ELC001,2024,12.416
RE1,PWRTRNIMP,ELC001,2025,8.6912
RE1,PWRTRNIMP,ELC001,2026,8.6912
RE1,PWRTRNIMP,ELC001,2027,8.6912
RE1,PWRTRNIMP,ELC001,2028,8.6912
RE1,PWRTRNIMP,ELC001,2029,6.208
RE1,PWRTRNIMP,ELC001,2030,6.208
RE1,PWRTRNIMP,ELC001,2031,6.208
RE1,PWRTRNIMP,ELC001,2032,3.7248
RE1,PWRTRNIMP,ELC001,2033,3.7248
RE1,PWRTRNIMP,ELC001,2034,3.7248
RE1,PWRWND001,COM027,2024,0.0241
RE1,PWRWND001,COM027,2025,0.0241
RE1,PWRWND001,COM027,2026,0.2413
RE1,PWRWND001,COM027,2027,0.2413
RE1,PWRWND001,COM027,2028,0.2413
RE1,PWRWND001,COM027,2029,0.2413
RE1,PWRWND001,COM027,2030,0.2413
RE1,PWRWND001,COM027,2031,0.2413
RE1,PWRWND001,COM027,2032,0.2413
RE1,PWRWND001,COM027,2035,11.4669
RE1,PWRWND001,COM027,2036,12.1623
RE1,PWRWND001,COM027,2037,12.9035
RE1,PWRWND001,COM027,2038,13.6939
RE1,PWRWND001,COM027,2039,14.5374
RE1,PWRWND001,COM027,2040,14.5374
RE1,PWRWND001,COM027,2041,14.5374
RE1,PWRWND001,COM027,2042,14.5374
RE1,PWRWND001,COM027,2043,14.5374
RE1,PWRWND001,COM027,2044,15.2659
RE1,PWRWND001,COM027,2045,19.6573
RE1,PWRWND001,COM027,2046,19.6573
RE1,PWRWND001,COM027,2047,21.502
RE1,PWRWND001,COM027,2048,22.5038
RE1,PWRWND001,COM027,2049,23.5624
RE1,PWRWND001,COM027,2050,31.927
RE1,PWRWND001,COM027,2051,32.7653
RE1,PWRWND001,COM027,2052,33.6281
RE1,PWRWND001,COM027,2053,34.516
RE1,PWRWND001,COM027,2054,35.43
RE1,PWRWND001,COM027,2055,36.3708
RE1,PWRWND001,COM027,2056,37.3393
RE1,PWRWND001,COM027,2057,38.3363
RE1,PWRWND001,COM027,2058,39.3629
RE1,PWRWND001,COM027,2059,40.4198
RE1,PWRWND001,COM027,2060,41.5081
RE1,PWRWND001,COM027,2061,42.3126
RE1,PWRWND001,COM027,2062,41.5714
RE1,PWRWND001,COM027,2063,40.781
RE1,PWRWND001,COM027,2064,39.9375
RE1,PWRWND001,COM027,2065,39.9375
RE1,PWRWND001,COM027,2066,39.9375
RE1,PWRWND001,COM027,2067,39.9375
RE1,PWRWND001,COM027,2068,39.9375
RE1,PWRWND001,COM027,2069,39.209
RE1,PWRWND001,COM027,2070,64.726
RE1,PWRWND001S,COM027,2051,13.6264
RE1,PWRWND001S,COM027,2052,19.3717
RE1,PWRWND001S,COM027,2053,25.0334
RE1,PWRWND001S,COM027,2054,30.679
RE1,PWRWND001S,COM027,2055,36.3086
RE1,PWRWND001S,COM027,2056,41.922
RE1,PWRWND001S,COM027,2057,47.5192
RE1,PWRWND001S,COM027,2058,51.4921
RE1,PWRWND001S,COM027,2059,56.2706
RE1,PWRWND001S,COM027,2060,56.2706
RE1,PWRWND001S,COM027,2061,60.7584
RE1,PWRWND001S,COM027,2062,67.2118
RE1,PWRWND001S,COM027,2063,70.8217
RE1,PWRWND001S,COM027,2064,74.358
RE1,PWRWND001S,COM027,2065,74.4635
RE1,PWRWND001S,COM027,2066,77.6576
RE1,PWRWND001S,COM027,2067,79.1762
RE1,PWRWND001S,COM027,2068,80.7268
RE1,PWRWND001S,COM027,2069,82.3104
RE1,PWRWND001S,COM027,2070,82.3104
RE1,TEC087,ELC001,2015,3.7453
RE1,TEC087,ELC001,2016,3.3297
RE1,TEC087,ELC001,2017,4.4124
RE1,TEC087,ELC001,2018,3.0363
RE1,TEC087,ELC001,2019,2.4647
RE1,TEC087,ELC001,2020,1.2953
RE1,TEC087,ELC001,2021,4.9726
RE1,TEC087,ELC001,2022,9.2287
RE1,TEC087,ELC001,2023,16.7729
RE1,TEC087,ELC001,2024,21.9358
RE1,TEC087,ELC001,2025,33.5539
RE1,TEC087,ELC001,2026,34.8661
RE1,TEC087,ELC001,2027,36.0229
RE1,TEC087,ELC001,2028,40.4064
RE1,TEC087,ELC001,2029,42.1305
RE1,TEC087,ELC001,2030,43.9542
RE1,TEC087,ELC001,2031,45.3454
RE1,TEC087,ELC001,2032,46.8607
RE1,TEC087,ELC001,2033,48.2626
RE1,TEC087,ELC001,2034,50.0387
RE1,TEC087,ELC001,2035,65.4139
RE1,TEC087,ELC001,2036,68.8909
RE1,TEC087,ELC001,2037,72.5969
RE1,TEC087,ELC001,2038,76.5493
RE1,TEC087,ELC001,2039,80.7667
RE1,TEC087,ELC001,2040,84.3686
RE1,TEC087,ELC001,2041,87.4033
RE1,TEC087,ELC001,2042,90.5982
RE1,TEC087,ELC001,2043,93.9634
RE1,TEC087,ELC001,2044,98.2375
RE1,TEC087,ELC001,2045,104.8644
RE1,TEC087,ELC001,2046,107.4284
RE1,TEC087,ELC001,2047,115.59
RE1,TEC087,ELC001,2048,120.5988
RE1,TEC087,ELC001,2049,125.8916
RE1,TEC087,ELC001,2050,167.7146
RE1,TEC087,ELC001,2051,185.5325
RE1,TEC087,ELC001,2052,195.5916
RE1,TEC087,ELC001,2053,205.6932
RE1,TEC087,ELC001,2054,215.9088
RE1,TEC087,ELC001,2055,226.2425
RE1,TEC087,ELC001,2056,236.6983
RE1,TEC087,ELC001,2057,247.2806
RE1,TEC087,ELC001,2058,256.3861
RE1,TEC087,ELC001,2059,266.4492
RE1,TEC087,ELC001,2060,271.8908
RE1,TEC087,ELC001,2061,280.4013
RE1,TEC087,ELC001,2062,289.3986
RE1,TEC087,ELC001,2063,295.5717
RE1,TEC087,ELC001,2064,301.6883
RE1,TEC087,ELC001,2065,305.2896
RE1,TEC087,ELC001,2066,312.053
RE1,TEC087,ELC001,2067,317.2161
RE1,TEC087,ELC001,2068,322.4884
RE1,TEC087,ELC001,2069,327.144
RE1,TEC087,ELC001,2070,379.5047
