r,t,y,NewCapacity
RE1,DEMTRAMCYELC,2024,0.1477
RE1,DEMTRAMCYELC,2025,0.1477
RE1,DEMTRAMCYELC,2026,0.0658
RE1,DEMTRAMCYELC,2027,0.0432
RE1,DEMTRAMCYELC,2028,0.0334
RE1,DEMTRAMCYELC,2029,0.0272
RE1,DEMTRAMCYELC,2030,0.021
RE1,DEMTRAMCYELC,2031,0.038
RE1,DEMTRAMCYELC,2032,0.0966
RE1,DEMTRAMCYELC,2033,0.1477
RE1,DEMTRAMCYELC,2034,0.1477
RE1,DEMTRAMCYELC,2035,0.1477
RE1,DEMTRAMCYELC,2036,0.1477
RE1,DEMTRAMCYELC,2037,0.1477
RE1,DEMTRAMCYELC,2038,0.1477
RE1,DEMTRAMCYELC,2039,0.1477
RE1,DEMTRAMCYELC,2040,0.1477
RE1,DEMTRAMCYELC,2041,0.1477
RE1,DEMTRAMCYELC,2042,0.1477
RE1,DEMTRAMCYELC,2043,0.1477
RE1,DEMTRAMCYELC,2044,0.1477
RE1,DEMTRAMCYELC,2045,0.1477
RE1,DEMTRAMCYELC,2046,0.1477
RE1,DEMTRAMCYELC,2047,0.1477
RE1,DEMTRAMCYELC,2048,0.1477
RE1,DEMTRAMCYELC,2049,0.1477
RE1,DEMTRAMCYELC,2050,0.1477
RE1,DEMTRAMCYELC,2051,0.1477
RE1,DEMTRAMCYELC,2052,0.1477
RE1,DEMTRAMCYELC,2053,0.1477
RE1,DEMTRAMCYELC,2054,0.1477
RE1,DEMTRAMCYELC,2055,0.1477
RE1,DEMTRAMCYELC,2056,0.1477
RE1,DEMTRAMCYELC,2057,0.1477
RE1,DEMTRAMCYELC,2058,0.1477
RE1,DEMTRAMCYELC,2059,0.1477
RE1,DEMTRAMCYELC,2060,0.1477
RE1,DEMTRAMCYELC,2061,0.1477
RE1,DEMTRAMCYELC,2062,0.1477
RE1,DEMTRAMCYELC,2063,0.1477
RE1,DEMTRAMCYELC,2064,0.1477
RE1,DEMTRAMCYELC,2065,0.1477
RE1,DEMTRAMCYELC,2066,0.1477
RE1,DEMTRAMCYELC,2067,0.1477
RE1,DEMTRAMCYELC,2068,0.1477
RE1,DEMTRAMCYELC,2069,0.1477
RE1,DEMTRAMCYELC,2070,0.1477
RE1,DEMTRACARELC,2046,0.1437
RE1,DEMTRACARELC,2047,0.1437
RE1,DEMTRACARELC,2048,0.1437
RE1,DEMTRACARELC,2049,0.1437
RE1,DEMTRACARELC,2050,0.1437
RE1,DEMTRACARELC,2051,0.1437
RE1,DEMTRACARELC,2052,0.1437
RE1,DEMTRACARELC,2053,0.1437
RE1,DEMTRACARELC,2054,0.1437
RE1,DEMTRACARELC,2055,0.1437
RE1,DEMTRACARELC,2056,0.1437
RE1,DEMTRACARELC,2057,0.1437
RE1,DEMTRACARELC,2058,0.1437
RE1,DEMTRACARELC,2059,0.1437
RE1,DEMTRACARELC,2060,0.1437
RE1,DEMTRACARELC,2061,0.1437
RE1,DEMTRACARELC,2062,0.1437
RE1,DEMTRACARELC,2063,0.1437
RE1,DEMTRACARELC,2064,0.1437
RE1,DEMTRACARELC,2065,0.1437
RE1,DEMTRACARELC,2066,0.1437
RE1,DEMTRACARELC,2067,0.1437
RE1,DEMTRACARELC,2068,0.1437
RE1,DEMTRACARELC,2069,0.1437
RE1,DEMTRACARELC,2070,0.1437
RE1,DEMTRABUSELC,2050,0.0266
RE1,DEMTRABUSELC,2051,1.2546
RE1,DEMTRABUSELC,2052,0.0211
RE1,DEMTRABUSELC,2053,0.0214
RE1,DEMTRABUSELC,2054,0.0218
RE1,DEMTRABUSELC,2055,0.0221
RE1,DEMTRABUSELC,2056,0.0225
RE1,DEMTRABUSELC,2057,0.0229
RE1,DEMTRABUSELC,2058,0.0232
RE1,DEMTRABUSELC,2059,0.0236
RE1,DEMTRABUSELC,2060,0.024
RE1,DEMTRABUSELC,2061,0.0194
RE1,DEMTRABUSELC,2062,0.0196
RE1,DEMTRABUSELC,2063,0.0199
RE1,DEMTRABUSELC,2064,0.0201
RE1,DEMTRABUSELC,2065,0.0204
RE1,DEMTRABUSELC,2066,0.0207
RE1,DEMTRABUSELC,2067,0.0209
RE1,DEMTRABUSELC,2068,0.0212
RE1,DEMTRABUSELC,2069,0.0215
RE1,DEMTRABUSELC,2070,0.0484
RE1,DEMTRAMCYGSL,2015,0.4867
RE1,DEMTRAMCYGSL,2016,0.0261
RE1,DEMTRAMCYGSL,2017,0.0275
RE1,DEMTRAMCYGSL,2018,0.0289
RE1,DEMTRAMCYGSL,2019,0.0305
RE1,DEMTRAMCYGSL,2020,0.0321
RE1,DEMTRACARGSL,2015,0.4867
RE1,DEMTRACARGSL,2016,0.2739
RE1,DEMTRACARGSL,2026,0.1148
RE1,DEMTRACARGSL,2027,0.1139
RE1,DEMTRACARGSL,2028,0.113
RE1,DEMTRACARGSL,2029,0.1121
RE1,DEMTRACARGSL,2030,0.1112
RE1,DEMTRACARGSL,2031,0.1184
RE1,DEMTRACARGSL,2032,0.118
RE1,DEMTRACARGSL,2033,0.1175
RE1,DEMTRACARGSL,2034,0.1171
RE1,DEMTRACARGSL,2035,0.1167
RE1,DEMTRACARGSL,2036,0.1162
RE1,DEMTRACARGSL,2037,0.1158
RE1,DEMTRACARGSL,2038,0.0023
RE1,DEMTRABUSGSL,2015,0.3982
RE1,DEMTRABUSGSL,2016,0.0213
RE1,DEMTRABUSGSL,2017,0.0225
RE1,DEMTRABUSGSL,2018,0.0237
RE1,DEMTRABUSGSL,2019,0.0249
RE1,DEMTRABUSGSL,2020,0.0263
RE1,DEMTRABUSGSL,2021,0.2255
RE1,DEMTRABUSGSL,2031,1.2339
RE1,DEMINDELC,2015,0.5339
RE1,DEMINDELC,2016,0.0131
RE1,DEMINDELC,2017,0.0134
RE1,DEMINDELC,2018,0.0137
RE1,DEMINDELC,2019,0.0141
RE1,DEMINDELC,2020,0.0144
RE1,DEMINDELC,2021,0.0446
RE1,DEMINDELC,2022,0.0477
RE1,DEMINDELC,2023,0.0511
RE1,DEMINDELC,2024,0.0546
RE1,DEMINDELC,2025,0.5924
RE1,DEMINDELC,2026,0.0747
RE1,DEMINDELC,2027,0.0793
RE1,DEMINDELC,2028,0.0842
RE1,DEMINDELC,2029,0.0895
RE1,DEMINDELC,2030,0.0951
RE1,DEMINDELC,2031,0.1184
RE1,DEMINDELC,2032,0.1278
RE1,DEMINDELC,2033,0.1378
RE1,DEMINDELC,2034,0.1485
RE1,DEMINDELC,2035,0.7687
RE1,DEMINDELC,2036,0.2132
RE1,DEMINDELC,2037,0.2285
RE1,DEMINDELC,2038,0.2451
RE1,DEMINDELC,2039,0.2628
RE1,DEMINDELC,2040,0.282
RE1,DEMINDELC,2041,0.278
RE1,DEMINDELC,2042,0.2971
RE1,DEMINDELC,2043,0.3174
RE1,DEMINDELC,2044,0.339
RE1,DEMINDELC,2045,0.9708
RE1,DEMINDELC,2046,0.412
RE1,DEMINDELC,2047,0.4396
RE1,DEMINDELC,2048,0.4692
RE1,DEMINDELC,2049,0.5007
RE1,DEMINDELC,2050,0.5344
RE1,DEMINDELC,2051,0.4348
RE1,DEMINDELC,2052,0.4592
RE1,DEMINDELC,2053,0.4851
RE1,DEMINDELC,2054,0.5125
RE1,DEMINDELC,2055,1.1503
RE1,DEMINDELC,2056,0.5976
RE1,DEMINDELC,2057,0.6316
RE1,DEMINDELC,2058,0.6677
RE1,DEMINDELC,2059,0.7061
RE1,DEMINDELC,2060,0.7468
RE1,DEMINDELC,2061,0.5869
RE1,DEMINDELC,2062,0.615
RE1,DEMINDELC,2063,0.6446
RE1,DEMINDELC,2064,0.6757
RE1,DEMINDELC,2065,1.3174
RE1,DEMINDELC,2066,0.7688
RE1,DEMINDELC,2067,0.8069
RE1,DEMINDELC,2068,0.8472
RE1,DEMINDELC,2069,0.8898
RE1,DEMINDELC,2070,0.935
RE1,DEMINDHECOA,2015,0.2093
RE1,DEMINDHECOA,2016,0.0112
RE1,DEMINDHECOA,2017,0.0118
RE1,DEMINDHECOA,2018,0.0124
RE1,DEMINDHECOA,2019,0.0131
RE1,DEMINDHECOA,2020,0.0138
RE1,DEMINDHECOA,2021,0.0104
RE1,DEMINDHECOA,2022,0.0107
RE1,DEMINDHECOA,2023,0.0111
RE1,DEMINDHECOA,2024,0.0114
RE1,DEMINDHECOA,2025,0.0118
RE1,DEMINDHECOA,2026,0.0118
RE1,DEMINDHECOA,2027,0.0122
RE1,DEMINDHECOA,2028,0.0126
RE1,DEMINDHECOA,2029,0.013
RE1,DEMINDHECOA,2030,0.2228
RE1,DEMINDHECOA,2031,0.0172
RE1,DEMINDHECOA,2032,0.0184
RE1,DEMINDHECOA,2033,0.0197
RE1,DEMINDHECOA,2034,0.0209
RE1,DEMINDHECOA,2035,0.0415
RE1,DEMINDHECOA,2036,0.0256
RE1,DEMINDHECOA,2037,0.0263
RE1,DEMINDHECOA,2038,0.0271
RE1,DEMINDHECOA,2039,0.0279
RE1,DEMINDHECOA,2040,0.0288
RE1,DEMINDHECOA,2041,0.0254
RE1,DEMINDHECOA,2042,0.026
RE1,DEMINDHECOA,2043,0.0267
RE1,DEMINDHECOA,2044,0.0275
RE1,DEMINDHECOA,2045,0.2375
RE1,DEMINDHECOA,2046,0.0297
RE1,DEMINDHECOA,2047,0.0313
RE1,DEMINDHECOA,2048,0.0329
RE1,DEMINDHECOA,2049,0.0345
RE1,DEMINDHECOA,2050,0.0555
RE1,DEMINDHECOA,2051,0.0365
RE1,DEMINDHECOA,2052,0.0374
RE1,DEMINDHECOA,2053,0.0384
RE1,DEMINDHECOA,2054,0.0394
RE1,DEMINDHECOA,2055,0.0404
RE1,DEMINDHECOA,2056,0.0372
RE1,DEMINDHECOA,2057,0.0381
RE1,DEMINDHECOA,2058,0.0389
RE1,DEMINDHECOA,2059,0.0399
RE1,DEMINDHECOA,2060,0.2501
RE1,DEMINDHECOA,2061,0.0398
RE1,DEMINDHECOA,2062,0.0416
RE1,DEMINDHECOA,2063,0.0433
RE1,DEMINDHECOA,2064,0.0451
RE1,DEMINDHECOA,2065,0.0662
RE1,DEMINDHECOA,2066,0.0474
RE1,DEMINDHECOA,2067,0.0484
RE1,DEMINDHECOA,2068,0.0495
RE1,DEMINDHECOA,2069,0.0507
RE1,DEMINDHECOA,2070,0.0519
RE1,DEMINDHEBIO,2015,0.0363
RE1,DEMINDHEBIO,2017,0.1022
RE1,DEMINDHEBIO,2018,0.1022
RE1,DEMINDHEBIO,2019,0.1022
RE1,DEMINDHEBIO,2020,0.1022
RE1,DEMINDHEBIO,2021,0.0056
RE1,DEMINDHEBIO,2022,0.0056
RE1,DEMINDHEBIO,2023,0.0055
RE1,DEMINDHEBIO,2024,0.0055
RE1,DEMINDHEBIO,2025,0.0055
RE1,DEMINDHEBIO,2026,0.005
RE1,DEMINDHEBIO,2027,0.0049
RE1,DEMINDHEBIO,2028,0.0049
RE1,DEMINDHEBIO,2029,0.0049
RE1,DEMINDHEBIO,2030,0.0413
RE1,DEMINDHEBIO,2032,0.0848
RE1,DEMINDHEBIO,2033,0.0946
RE1,DEMINDHEBIO,2034,0.0952
RE1,DEMINDHEBIO,2035,0.1165
RE1,DEMINDHEBIO,2036,0.0055
RE1,DEMINDHEBIO,2037,0.0054
RE1,DEMINDHEBIO,2038,0.0053
RE1,DEMINDHEBIO,2039,0.0052
RE1,DEMINDHEBIO,2040,0.0051
RE1,DEMINDHEBIO,2041,0.0026
RE1,DEMINDHEBIO,2042,0.0025
RE1,DEMINDHEBIO,2043,0.0025
RE1,DEMINDHEBIO,2044,0.0024
RE1,DEMINDHEBIO,2045,0.0387
RE1,DEMINDHEBIO,2047,0.0758
RE1,DEMINDHEBIO,2048,0.0903
RE1,DEMINDHEBIO,2049,0.091
RE1,DEMINDHEBIO,2050,0.1125
RE1,DEMINDHEBIO,2051,0.0013
RE1,DEMINDHEBIO,2052,0.0012
RE1,DEMINDHEBIO,2053,0.0011
RE1,DEMINDHEBIO,2054,0.0011
RE1,DEMINDHEBIO,2055,0.001
RE1,DEMINDHEBIO,2060,0.0291
RE1,DEMINDHEBIO,2062,0.0679
RE1,DEMINDHEBIO,2063,0.0864
RE1,DEMINDHEBIO,2064,0.0871
RE1,DEMINDHEBIO,2065,0.1087
RE1,DEMRESCKNELC,2042,0.0057
RE1,DEMRESCKNELC,2047,0.0653
RE1,DEMRESCKNELC,2049,0.1114
RE1,DEMRESCKNELC,2050,0.2974
RE1,DEMRESCKNELC,2053,0.019
RE1,DEMRESCKNELC,2054,0.0207
RE1,DEMRESCKNELC,2055,0.0222
RE1,DEMRESCKNELC,2056,0.0229
RE1,DEMRESCKNELC,2057,0.0889
RE1,DEMRESCKNELC,2058,0.0228
RE1,DEMRESCKNELC,2059,0.135
RE1,DEMRESCKNELC,2060,0.3219
RE1,DEMRESCKNELC,2061,0.0169
RE1,DEMRESCKNELC,2063,0.0187
RE1,DEMRESCKNELC,2064,0.0209
RE1,DEMRESCKNELC,2066,0.0491
RE1,DEMRESCKNELC,2067,0.092
RE1,DEMRESCKNELC,2070,0.3586
RE1,DEMRESCKNBIO,2015,0.1372
RE1,DEMRESCKNBIO,2016,0.0002
RE1,DEMRESCKNBIO,2017,0.3772
RE1,DEMRESCKNBIO,2018,0.3772
RE1,DEMRESCKNBIO,2019,0.3772
RE1,DEMRESCKNBIO,2020,0.3772
RE1,DEMRESCKNBIO,2021,0.0209
RE1,DEMRESCKNBIO,2022,0.0207
RE1,DEMRESCKNBIO,2023,0.0206
RE1,DEMRESCKNBIO,2024,0.0204
RE1,DEMRESCKNBIO,2025,0.1575
RE1,DEMRESCKNBIO,2026,0.0186
RE1,DEMRESCKNBIO,2027,0.3956
RE1,DEMRESCKNBIO,2028,0.3956
RE1,DEMRESCKNBIO,2029,0.3956
RE1,DEMRESCKNBIO,2030,0.3957
RE1,DEMRESCKNBIO,2035,0.1761
RE1,DEMRESCKNBIO,2036,0.0185
RE1,DEMRESCKNBIO,2037,0.3951
RE1,DEMRESCKNBIO,2038,0.3948
RE1,DEMRESCKNBIO,2039,0.3946
RE1,DEMRESCKNBIO,2040,0.3944
RE1,DEMRESCKNBIO,2045,0.1308
RE1,DEMRESCKNBIO,2046,0.0026
RE1,DEMRESCKNBIO,2047,0.3701
RE1,DEMRESCKNBIO,2048,0.3792
RE1,DEMRESCKNBIO,2049,0.3655
RE1,DEMRESCKNBIO,2050,0.3149
RE1,DEMRESCKNBIO,2051,0.0152
RE1,DEMRESCKNBIO,2055,0.0611
RE1,DEMRESCKNBIO,2057,0.3379
RE1,DEMRESCKNBIO,2058,0.362
RE1,DEMRESCKNBIO,2059,0.3483
RE1,DEMRESCKNBIO,2060,0.2978
RE1,DEMRESCKNBIO,2065,0.006
RE1,DEMRESCKNBIO,2067,0.3068
RE1,DEMRESCKNBIO,2068,0.3514
RE1,DEMRESCKNBIO,2069,0.3519
RE1,DEMRESCKNBIO,2070,0.2581
RE1,DEMRESHEBIO,2015,0.0588
RE1,DEMRESHEBIO,2016,0.0001
RE1,DEMRESHEBIO,2017,0.1616
RE1,DEMRESHEBIO,2018,0.1616
RE1,DEMRESHEBIO,2019,0.1616
RE1,DEMRESHEBIO,2020,0.1616
RE1,DEMRESHEBIO,2021,0.009
RE1,DEMRESHEBIO,2022,0.0089
RE1,DEMRESHEBIO,2023,0.0088
RE1,DEMRESHEBIO,2024,0.0088
RE1,DEMRESHEBIO,2025,0.0087
RE1,DEMRESHEBIO,2026,0.0079
RE1,DEMRESHEBIO,2027,0.0079
RE1,DEMRESHEBIO,2028,0.0079
RE1,DEMRESHEBIO,2029,0.0079
RE1,DEMRESHEBIO,2030,0.0667
RE1,DEMRESHEBIO,2032,0.1343
RE1,DEMRESHEBIO,2033,0.1497
RE1,DEMRESHEBIO,2034,0.1506
RE1,DEMRESHEBIO,2035,0.1846
RE1,DEMRESHEBIO,2036,0.0089
RE1,DEMRESHEBIO,2037,0.0087
RE1,DEMRESHEBIO,2038,0.0085
RE1,DEMRESHEBIO,2039,0.0083
RE1,DEMRESHEBIO,2040,0.0082
RE1,DEMRESHEBIO,2041,0.0042
RE1,DEMRESHEBIO,2042,0.0041
RE1,DEMRESHEBIO,2043,0.0041
RE1,DEMRESHEBIO,2044,0.004
RE1,DEMRESHEBIO,2045,0.0628
RE1,DEMRESHEBIO,2047,0.1203
RE1,DEMRESHEBIO,2048,0.143
RE1,DEMRESHEBIO,2049,0.1441
RE1,DEMRESHEBIO,2050,0.1782
RE1,DEMRESHEBIO,2051,0.0023
RE1,DEMRESHEBIO,2052,0.0022
RE1,DEMRESHEBIO,2053,0.0021
RE1,DEMRESHEBIO,2054,0.002
RE1,DEMRESHEBIO,2055,0.0019
RE1,DEMRESHEBIO,2060,0.0485
RE1,DEMRESHEBIO,2062,0.108
RE1,DEMRESHEBIO,2063,0.1369
RE1,DEMRESHEBIO,2064,0.1381
RE1,DEMRESHEBIO,2065,0.1723
RE1,DEMCOMHEBIO,2015,0.0042
RE1,DEMCOMHEBIO,2016,0.0002
RE1,DEMCOMHEBIO,2017,0.0002
RE1,DEMCOMHEBIO,2018,0.0002
RE1,DEMCOMHEBIO,2019,0.0003
RE1,DEMCOMHEBIO,2020,0.0003
RE1,DEMCOMHEBIO,2021,0.0002
RE1,DEMCOMHEBIO,2022,0.0002
RE1,DEMCOMHEBIO,2023,0.0002
RE1,DEMCOMHEBIO,2024,0.0002
RE1,DEMCOMHEBIO,2025,0.0002
RE1,DEMCOMHEBIO,2026,0.0002
RE1,DEMCOMHEBIO,2027,0.0002
RE1,DEMCOMHEBIO,2028,0.0003
RE1,DEMCOMHEBIO,2029,0.0003
RE1,DEMCOMHEBIO,2030,0.0044
RE1,DEMCOMHEBIO,2031,0.0003
RE1,DEMCOMHEBIO,2032,0.0004
RE1,DEMCOMHEBIO,2033,0.0004
RE1,DEMCOMHEBIO,2034,0.0004
RE1,DEMCOMHEBIO,2035,0.0008
RE1,DEMCOMHEBIO,2036,0.0005
RE1,DEMCOMHEBIO,2037,0.0005
RE1,DEMCOMHEBIO,2038,0.0005
RE1,DEMCOMHEBIO,2039,0.0006
RE1,DEMCOMHEBIO,2040,0.0006
RE1,DEMCOMHEBIO,2041,0.0005
RE1,DEMCOMHEBIO,2042,0.0005
RE1,DEMCOMHEBIO,2043,0.0005
RE1,DEMCOMHEBIO,2044,0.0005
RE1,DEMCOMHEBIO,2045,0.0047
RE1,DEMCOMHEBIO,2046,0.0006
RE1,DEMCOMHEBIO,2047,0.0006
RE1,DEMCOMHEBIO,2048,0.0007
RE1,DEMCOMHEBIO,2049,0.0007
RE1,DEMCOMHEBIO,2050,0.0011
RE1,DEMCOMHEBIO,2051,0.0007
RE1,DEMCOMHEBIO,2052,0.0007
RE1,DEMCOMHEBIO,2053,0.0008
RE1,DEMCOMHEBIO,2054,0.0008
RE1,DEMCOMHEBIO,2055,0.0008
RE1,DEMCOMHEBIO,2056,0.0007
RE1,DEMCOMHEBIO,2057,0.0008
RE1,DEMCOMHEBIO,2058,0.0008
RE1,DEMCOMHEBIO,2059,0.0008
RE1,DEMCOMHEBIO,2060,0.005
RE1,DEMCOMHEBIO,2061,0.0008
RE1,DEMCOMHEBIO,2062,0.0008
RE1,DEMCOMHEBIO,2063,0.0009
RE1,DEMCOMHEBIO,2064,0.0009
RE1,DEMCOMHEBIO,2065,0.0013
RE1,DEMCOMHEBIO,2066,0.0009
RE1,DEMCOMHEBIO,2067,0.001
RE1,DEMCOMHEBIO,2068,0.001
RE1,DEMCOMHEBIO,2069,0.001
RE1,DEMCOMHEBIO,2070,0.001
